yearend,locationabbr,sample_size,classid,questionid,stratificationid1,data_value
2014,24,15309.0,1,3,OVERALL,36.5
2014,24,16395.0,2,8,OVERALL,20.2
2011,26,8504.0,1,2,OVERALL,34.9
2011,26,8504.0,1,3,OVERALL,34.0
2011,26,8303.0,0,0,OVERALL,50.8
2011,26,8192.0,0,1,OVERALL,32.3
2011,26,8188.0,2,4,OVERALL,40.0
2011,26,8153.0,2,5,OVERALL,14.2
2011,26,8152.0,2,6,OVERALL,23.7
2011,26,8485.0,2,7,OVERALL,23.9
2011,26,8540.0,2,8,OVERALL,36.0
2012,26,7429.0,1,2,OVERALL,34.6
2012,26,7429.0,1,3,OVERALL,34.3
2012,26,7781.0,2,8,OVERALL,30.8
2013,26,7032.0,1,3,OVERALL,34.2
2013,26,6785.0,0,0,OVERALL,49.9
2013,26,6644.0,0,1,OVERALL,30.6
2011,25,6095.0,1,2,OVERALL,30.3
2013,26,6711.0,2,4,OVERALL,37.4
2013,26,6665.0,2,5,OVERALL,14.9
2013,26,6675.0,2,6,OVERALL,22.1
2013,26,6941.0,2,7,OVERALL,24.3
2013,26,7009.0,2,8,OVERALL,38.1
2014,26,3975.0,1,2,OVERALL,35.5
2014,26,3975.0,1,3,OVERALL,35.2
2014,26,4203.0,2,8,OVERALL,31.6
2011,25,6095.0,1,3,OVERALL,34.6
2011,25,5997.0,0,0,OVERALL,43.9
2011,25,5919.0,0,1,OVERALL,25.2
2011,25,5664.0,2,4,OVERALL,49.5
2011,25,5617.0,2,5,OVERALL,17.3
2011,25,5491.0,2,6,OVERALL,30.5
2011,25,6070.0,2,7,OVERALL,24.7
2011,25,6134.0,2,8,OVERALL,28.4
2012,25,6446.0,1,2,OVERALL,29.6
2012,25,6446.0,1,3,OVERALL,36.2
2012,25,6751.0,2,8,OVERALL,24.7
2013,25,6783.0,1,2,OVERALL,30.4
2013,25,6783.0,1,3,OVERALL,35.1
2013,25,6635.0,0,0,OVERALL,43.1
2013,25,6527.0,0,1,OVERALL,24.3
2014,25,6695.0,1,2,OVERALL,30.2
2013,25,6587.0,2,4,OVERALL,48.6
2013,25,6735.0,2,7,OVERALL,26.4
2013,25,6542.0,2,5,OVERALL,17.4
2013,25,6553.0,2,6,OVERALL,30.6
2014,25,7076.0,2,8,OVERALL,25.0
2013,25,6793.0,2,8,OVERALL,28.3
2014,25,6695.0,1,3,OVERALL,35.4
2011,27,9882.0,1,2,OVERALL,24.6
2011,27,9882.0,1,3,OVERALL,35.6
2011,27,9652.0,0,0,OVERALL,39.2
2011,27,9569.0,0,1,OVERALL,21.7
