yearend,locationabbr,sample_size,classid,questionid,stratificationid1,data_value
2011,6,3887.0,1,2,FEMALE,23.6
2011,6,2570.0,1,3,MALE,42.0
2011,6,3887.0,1,3,FEMALE,28.3
2011,6,4022.0,0,0,FEMALE,26.9
2011,6,2497.0,0,0,MALE,37.4
2011,6,2456.0,0,1,MALE,24.6
2011,6,3964.0,0,1,FEMALE,16.9
2012,8,2958.0,1,2,FEMALE,27.8
2011,6,2458.0,2,4,MALE,54.2
2011,6,3918.0,2,4,FEMALE,51.1
2011,6,2429.0,2,5,MALE,24.2
2011,6,3874.0,2,5,FEMALE,19.5
2011,6,2444.0,2,6,MALE,35.2
2011,6,3896.0,2,6,FEMALE,30.6
2011,6,4009.0,2,7,FEMALE,27.1
2011,6,2476.0,2,7,MALE,34.4
2012,6,3591.0,1,2,MALE,27.1
2012,6,4721.0,1,2,FEMALE,24.1
2012,6,3591.0,1,3,MALE,44.2
2012,6,4721.0,1,3,FEMALE,29.2
2012,6,3630.0,2,8,MALE,20.8
2012,6,5130.0,2,8,FEMALE,23.3
2013,6,3127.0,1,2,MALE,25.5
2013,6,4182.0,1,2,FEMALE,24.4
2013,6,3127.0,1,3,MALE,43.9
2013,6,4182.0,1,3,FEMALE,31.4
2013,6,2906.0,0,0,MALE,37.3
2013,6,4167.0,0,0,FEMALE,30.4
2014,6,3266.0,1,2,MALE,26.5
2013,6,2860.0,0,1,MALE,26.1
2013,6,4094.0,0,1,FEMALE,18.6
2013,6,2840.0,2,4,MALE,52.5
2013,6,4062.0,2,4,FEMALE,49.5
2013,6,2810.0,2,5,MALE,22.1
2013,6,2826.0,2,6,MALE,32.5
2013,6,4014.0,2,5,FEMALE,19.5
2013,6,4048.0,2,6,FEMALE,29.7
2013,6,4138.0,2,7,FEMALE,27.0
2013,6,2869.0,2,7,MALE,33.3
2013,6,2920.0,2,8,MALE,23.2
2013,6,4201.0,2,8,FEMALE,26.5
2011,8,1788.0,1,2,MALE,29.0
2014,6,3971.0,1,2,FEMALE,26.0
2014,6,3266.0,1,3,MALE,40.2
2014,6,3971.0,1,3,FEMALE,28.1
2014,6,3434.0,2,8,MALE,17.9
2014,6,4509.0,2,8,FEMALE,23.2
2011,8,2742.0,1,2,FEMALE,28.6
2011,8,1805.0,2,8,MALE,26.6
2011,8,1788.0,1,3,MALE,41.6
2011,8,2742.0,1,3,FEMALE,28.7
2011,8,2869.0,0,0,FEMALE,33.8
2011,8,1756.0,0,0,MALE,45.1
2011,8,1745.0,0,1,MALE,27.8
2011,8,2847.0,0,1,FEMALE,20.2
2011,8,1714.0,2,4,MALE,50.1
2011,8,2797.0,2,4,FEMALE,47.0
2011,8,1685.0,2,5,MALE,25.4
2011,8,2756.0,2,5,FEMALE,17.9
2011,8,1693.0,2,6,MALE,29.1
2011,8,2766.0,2,6,FEMALE,27.6
2011,8,2875.0,2,7,FEMALE,25.7
2011,8,1771.0,2,7,MALE,39.6
2011,8,2923.0,2,8,FEMALE,27.4
2012,8,1986.0,1,2,MALE,26.0
2012,8,1986.0,1,3,MALE,45.9
2012,8,2958.0,1,3,FEMALE,32.5
2012,8,2003.0,2,8,MALE,20.6
2012,8,3169.0,2,8,FEMALE,26.1
2013,8,2029.0,1,2,MALE,30.6
2013,8,2864.0,1,2,FEMALE,31.5
2013,8,2029.0,1,3,MALE,40.3
2013,8,2864.0,1,3,FEMALE,27.0
2013,8,1931.0,0,0,MALE,43.3
