yearend,locationabbr,sample_size,race/ethnicity,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2012,TX,2278.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.2
2012,TX,184.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,6.6
2012,TX,111.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,26.8
2012,TX,5091.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.6
2012,TX,643.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.5
2012,TX,2278.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.9
2012,TX,184.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,26.8
2012,TX,111.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,34.7
2012,TX,5291.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,21.7
2012,TX,671.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,28.5
2012,TX,2581.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.3
2012,TX,194.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,18.1
2012,TX,50.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,19.6
2012,TX,117.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,27.8
2013,TX,5843.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,27.1
2013,TX,748.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,38.8
2013,TX,2831.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.5
2013,TX,227.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,9.5
2013,TX,77.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,27.2
2013,TX,111.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,27.2
2014,TX,3558.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.6
2013,TX,5843.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.3
2013,TX,748.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.1
2013,TX,2831.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.2
2013,TX,227.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,33.3
2013,TX,77.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,24.4
2013,TX,111.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,27.8
2013,TX,5625.0,Non-Hispanic White,FV,Q018,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,42.6
2013,TX,689.0,Non-Hispanic Black,FV,Q018,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,46.5
2013,TX,2869.0,Hispanic,FV,Q018,Race/Ethnicity,Hispanic,RACE,RACEHIS,41.7
2013,TX,223.0,Asian,FV,Q018,Race/Ethnicity,Asian,RACE,RACEASN,44.3
2013,TX,70.0,American Indian/Alaska Native,FV,Q018,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,52.6
2013,TX,106.0,2 or more races,FV,Q018,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,35.0
2013,TX,5483.0,Non-Hispanic White,FV,Q019,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,17.4
2013,TX,64.0,American Indian/Alaska Native,FV,Q019,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,21.9
2013,TX,101.0,2 or more races,FV,Q019,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,12.2
2013,TX,675.0,Non-Hispanic Black,FV,Q019,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,36.4
2013,TX,2777.0,Hispanic,FV,Q019,Race/Ethnicity,Hispanic,RACE,RACEHIS,23.0
2013,TX,219.0,Asian,FV,Q019,Race/Ethnicity,Asian,RACE,RACEASN,17.6
2013,TX,2818.0,Hispanic,PA,Q043,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.3
2013,TX,217.0,Asian,PA,Q043,Race/Ethnicity,Asian,RACE,RACEASN,44.4
2013,TX,68.0,American Indian/Alaska Native,PA,Q043,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,43.2
2013,TX,99.0,2 or more races,PA,Q043,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,46.4
2013,TX,5566.0,Non-Hispanic White,PA,Q043,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,46.0
2013,TX,666.0,Non-Hispanic Black,PA,Q043,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,39.6
2013,TX,103.0,2 or more races,PA,Q046,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,41.6
2013,TX,5522.0,Non-Hispanic White,PA,Q044,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,18.6
2013,TX,657.0,Non-Hispanic Black,PA,Q044,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,18.7
2013,TX,2794.0,Hispanic,PA,Q044,Race/Ethnicity,Hispanic,RACE,RACEHIS,15.7
2013,TX,216.0,Asian,PA,Q044,Race/Ethnicity,Asian,RACE,RACEASN,19.4
2013,TX,66.0,American Indian/Alaska Native,PA,Q044,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,8.9
2013,TX,97.0,2 or more races,PA,Q044,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,24.2
2013,TX,5533.0,Non-Hispanic White,PA,Q045,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,27.2
2013,TX,662.0,Non-Hispanic Black,PA,Q045,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,25.7
2013,TX,2796.0,Hispanic,PA,Q045,Race/Ethnicity,Hispanic,RACE,RACEHIS,21.7
2013,TX,215.0,Asian,PA,Q045,Race/Ethnicity,Asian,RACE,RACEASN,17.7
2013,TX,67.0,American Indian/Alaska Native,PA,Q045,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,33.9
2013,TX,97.0,2 or more races,PA,Q045,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,28.3
2013,TX,5737.0,Non-Hispanic White,PA,Q046,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,29.2
2013,TX,702.0,Non-Hispanic Black,PA,Q046,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.0
2013,TX,2879.0,Hispanic,PA,Q046,Race/Ethnicity,Hispanic,RACE,RACEHIS,25.4
2013,TX,224.0,Asian,PA,Q046,Race/Ethnicity,Asian,RACE,RACEASN,38.2
2013,TX,71.0,American Indian/Alaska Native,PA,Q046,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,31.0
2013,TX,720.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,30.3
2013,TX,2917.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.8
2013,TX,225.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,20.3
2013,TX,73.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,24.8
2013,TX,106.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,19.7
2013,TX,5794.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,27.0
2014,TX,8546.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,27.8
2014,TX,1026.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,46.5
2014,TX,275.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,7.8
2014,TX,94.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,32.5
2014,TX,178.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,30.4
2014,TX,8546.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.1
2014,TX,1026.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,32.6
2014,TX,3558.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.3
2014,TX,275.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,23.8
2014,TX,94.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,38.4
2014,TX,178.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.4
2014,TX,9110.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,21.9
2014,TX,1133.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,30.6
2014,TX,4108.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,34.8
2014,TX,292.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,22.7
2014,TX,99.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,26.3
2014,TX,187.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,25.3
2011,UT,10561.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,24.4
2011,UT,50.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,30.4
2011,UT,763.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,24.1
2011,UT,120.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,13.1
2011,UT,85.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,42.3
2011,UT,98.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,28.0
2011,UT,110.0,Other,OWS,Q036,Race/Ethnicity,Other,RACE,RACEOTH,19.2
2011,UT,10561.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,33.8
2011,UT,50.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,35.4
2011,UT,763.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,39.7
2011,UT,120.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,29.6
2011,UT,85.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,31.1
2011,UT,98.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,36.9
2011,UT,110.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,48.8
2011,UT,94.0,2 or more races,FV,Q018,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,27.0
2011,UT,110.0,Other,FV,Q018,Race/Ethnicity,Other,RACE,RACEOTH,30.0
2011,UT,115.0,Asian,FV,Q018,Race/Ethnicity,Asian,RACE,RACEASN,33.4
2011,UT,10476.0,Non-Hispanic White,FV,Q018,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.6
2011,UT,52.0,Non-Hispanic Black,FV,Q018,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.6
2011,UT,807.0,Hispanic,FV,Q018,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.1
2011,UT,84.0,American Indian/Alaska Native,FV,Q018,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,39.7
2011,UT,10324.0,Non-Hispanic White,FV,Q019,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,19.6
2011,UT,52.0,Non-Hispanic Black,FV,Q019,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,26.8
2011,UT,790.0,Hispanic,FV,Q019,Race/Ethnicity,Hispanic,RACE,RACEHIS,22.8
2011,UT,113.0,Asian,FV,Q019,Race/Ethnicity,Asian,RACE,RACEASN,14.3
2011,UT,79.0,American Indian/Alaska Native,FV,Q019,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,27.1
2011,UT,97.0,2 or more races,FV,Q019,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,7.7
2011,UT,104.0,Other,FV,Q019,Race/Ethnicity,Other,RACE,RACEOTH,16.8
2011,UT,10415.0,Non-Hispanic White,PA,Q043,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,57.3
2011,UT,52.0,Non-Hispanic Black,PA,Q043,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,47.3
2011,UT,801.0,Hispanic,PA,Q043,Race/Ethnicity,Hispanic,RACE,RACEHIS,46.5
2011,UT,106.0,Asian,PA,Q043,Race/Ethnicity,Asian,RACE,RACEASN,53.4
2011,UT,85.0,American Indian/Alaska Native,PA,Q043,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,54.9
2011,UT,93.0,2 or more races,PA,Q043,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,57.8
2011,UT,104.0,Other,PA,Q043,Race/Ethnicity,Other,RACE,RACEOTH,51.9
2011,UT,10299.0,Non-Hispanic White,PA,Q044,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,23.1
2011,UT,51.0,Non-Hispanic Black,PA,Q044,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,21.1
2011,UT,795.0,Hispanic,PA,Q044,Race/Ethnicity,Hispanic,RACE,RACEHIS,18.9
2011,UT,105.0,Asian,PA,Q044,Race/Ethnicity,Asian,RACE,RACEASN,21.3
2011,UT,82.0,American Indian/Alaska Native,PA,Q044,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,20.5
2011,UT,93.0,2 or more races,PA,Q044,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,24.0
2011,UT,103.0,Other,PA,Q044,Race/Ethnicity,Other,RACE,RACEOTH,17.2
2011,UT,10343.0,Non-Hispanic White,PA,Q045,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.4
2011,UT,52.0,Non-Hispanic Black,PA,Q045,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,31.3
2011,UT,798.0,Hispanic,PA,Q045,Race/Ethnicity,Hispanic,RACE,RACEHIS,28.6
2011,UT,105.0,Asian,PA,Q045,Race/Ethnicity,Asian,RACE,RACEASN,31.1
2011,UT,84.0,American Indian/Alaska Native,PA,Q045,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,32.2
2011,UT,90.0,2 or more races,PA,Q045,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,32.7
2011,UT,104.0,Other,PA,Q045,Race/Ethnicity,Other,RACE,RACEOTH,27.9
2011,UT,10597.0,Non-Hispanic White,PA,Q046,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,32.5
2011,UT,52.0,Non-Hispanic Black,PA,Q046,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,42.7
2011,UT,815.0,Hispanic,PA,Q046,Race/Ethnicity,Hispanic,RACE,RACEHIS,29.6
2011,UT,110.0,Asian,PA,Q046,Race/Ethnicity,Asian,RACE,RACEASN,29.0
2011,UT,83.0,American Indian/Alaska Native,PA,Q046,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,33.0
2011,UT,97.0,2 or more races,PA,Q046,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,41.6
2011,UT,111.0,Other,PA,Q046,Race/Ethnicity,Other,RACE,RACEOTH,34.5
2011,UT,10738.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,17.1
2011,UT,54.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,27.7
2011,UT,819.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,29.6
2011,UT,112.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,20.0
2011,UT,86.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,25.7
2011,UT,99.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,15.0
2011,UT,113.0,Other,PA,Q047,Race/Ethnicity,Other,RACE,RACEOTH,28.3
2012,UT,10433.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,24.4
2012,UT,50.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,13.9
2012,UT,684.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,26.3
2012,UT,124.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,5.4
2012,UT,76.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,37.8
2012,UT,94.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,23.7
2012,UT,90.0,Other,OWS,Q036,Race/Ethnicity,Other,RACE,RACEOTH,15.6
2012,UT,10433.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,33.3
2012,UT,50.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,26.9
2012,UT,684.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.4
2012,UT,124.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,26.6
2012,UT,76.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,37.0
2012,UT,94.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,29.4
2012,UT,90.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,31.5
2012,UT,11014.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,14.5
2012,UT,53.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,26.6
2012,UT,768.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,25.5
2012,UT,135.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,25.3
2012,UT,86.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,22.6
2012,UT,99.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,18.7
2012,UT,95.0,Other,PA,Q047,Race/Ethnicity,Other,RACE,RACEOTH,25.4
2013,UT,10718.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,23.6
2013,UT,50.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,33.6
2013,UT,758.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,27.7
2013,UT,115.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,8.0
2013,UT,101.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,27.4
2013,UT,89.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,24.7
2013,UT,10718.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.3
2013,UT,50.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,45.8
2013,UT,758.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,40.6
2013,UT,115.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,25.8
2013,UT,101.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,35.2
2013,UT,89.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,33.3
2013,UT,10482.0,Non-Hispanic White,FV,Q018,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.5
2013,UT,755.0,Hispanic,FV,Q018,Race/Ethnicity,Hispanic,RACE,RACEHIS,33.9
2013,UT,107.0,Asian,FV,Q018,Race/Ethnicity,Asian,RACE,RACEASN,33.3
2013,UT,101.0,American Indian/Alaska Native,FV,Q018,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,47.2
2013,UT,87.0,2 or more races,FV,Q018,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,45.1
2013,UT,10350.0,Non-Hispanic White,FV,Q019,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,19.1
2013,UT,753.0,Hispanic,FV,Q019,Race/Ethnicity,Hispanic,RACE,RACEHIS,27.4
2013,UT,86.0,2 or more races,FV,Q019,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,28.1
2013,UT,105.0,Asian,FV,Q019,Race/Ethnicity,Asian,RACE,RACEASN,17.2
2013,UT,97.0,American Indian/Alaska Native,FV,Q019,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,17.9
2013,UT,10330.0,Non-Hispanic White,PA,Q043,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,56.9
2013,UT,756.0,Hispanic,PA,Q043,Race/Ethnicity,Hispanic,RACE,RACEHIS,44.9
2013,UT,105.0,Asian,PA,Q043,Race/Ethnicity,Asian,RACE,RACEASN,50.9
2013,UT,95.0,American Indian/Alaska Native,PA,Q043,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,49.2
2013,UT,83.0,2 or more races,PA,Q043,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,56.5
2013,UT,10216.0,Non-Hispanic White,PA,Q044,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,22.5
2013,UT,748.0,Hispanic,PA,Q044,Race/Ethnicity,Hispanic,RACE,RACEHIS,19.0
2013,UT,105.0,Asian,PA,Q044,Race/Ethnicity,Asian,RACE,RACEASN,27.5
2013,UT,94.0,American Indian/Alaska Native,PA,Q044,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,31.1
2013,UT,80.0,2 or more races,PA,Q044,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.7
2013,UT,10252.0,Non-Hispanic White,PA,Q045,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.7
2013,UT,752.0,Hispanic,PA,Q045,Race/Ethnicity,Hispanic,RACE,RACEHIS,25.2
2013,UT,105.0,Asian,PA,Q045,Race/Ethnicity,Asian,RACE,RACEASN,26.8
2013,UT,95.0,American Indian/Alaska Native,PA,Q045,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,35.5
2013,UT,81.0,2 or more races,PA,Q045,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,34.8
2013,UT,98.0,American Indian/Alaska Native,PA,Q046,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,49.6
2013,UT,108.0,Asian,PA,Q046,Race/Ethnicity,Asian,RACE,RACEASN,39.6
2013,UT,759.0,Hispanic,PA,Q046,Race/Ethnicity,Hispanic,RACE,RACEHIS,32.1
2013,UT,10458.0,Non-Hispanic White,PA,Q046,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,31.5
2013,UT,83.0,2 or more races,PA,Q046,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,45.6
2013,UT,109.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,14.8
2013,UT,103.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,23.1
2013,UT,87.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,17.7
2013,UT,10616.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,19.2
2013,UT,770.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,30.7
2014,UT,12267.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,25.7
2014,UT,61.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.4
2014,UT,978.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,28.5
2014,UT,147.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,8.0
2014,UT,124.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,34.8
2014,UT,120.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,26.7
2014,UT,12267.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,33.4
2014,UT,61.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,26.4
2014,UT,978.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.1
2014,UT,147.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,28.9
2014,UT,124.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,31.2
2014,UT,120.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37.4
2014,UT,13021.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,14.7
2014,UT,69.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,14.5
2014,UT,1153.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,29.0
2014,UT,166.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,22.2
2014,UT,132.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,23.2
2014,UT,124.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,15.7
2011,VT,6366.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,25.3
2011,VT,88.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,23.8
2011,VT,59.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,27.9
2011,VT,64.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37.6
