yearend,locationabbr,sample_size,race/ethnicity,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2011,IL,280.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,31.2
2011,IL,90.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,24.9
2011,IL,54.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,27.7
2012,IL,4299.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,27.2
2012,IL,495.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,39.2
2012,IL,137.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,7.1
2012,IL,78.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,20.0
2012,IL,4299.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.8
2012,IL,495.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,28.7
2012,IL,371.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.8
2012,IL,137.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,24.3
2012,IL,78.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,36.4
2012,IL,4395.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,20.8
2012,IL,503.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.4
2012,IL,387.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,20.6
2012,IL,142.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,14.4
2012,IL,78.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,14.9
2013,IL,4441.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,27.9
2013,IL,459.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,37.9
2013,IL,316.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.8
2013,IL,135.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,7.9
2013,IL,68.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,26.5
2013,IL,4441.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.6
2013,IL,459.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,36.2
2013,IL,316.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.3
2013,IL,135.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,32.6
2013,IL,68.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,27.9
2013,IL,4330.0,Non-Hispanic White,FV,Q018,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.3
2013,IL,441.0,Non-Hispanic Black,FV,Q018,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,41.3
2013,IL,313.0,Hispanic,FV,Q018,Race/Ethnicity,Hispanic,RACE,RACEHIS,30.2
2013,IL,131.0,Asian,FV,Q018,Race/Ethnicity,Asian,RACE,RACEASN,39.3
2013,IL,66.0,2 or more races,FV,Q018,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,23.7
2013,IL,127.0,Asian,FV,Q019,Race/Ethnicity,Asian,RACE,RACEASN,18.7
2013,IL,308.0,Hispanic,FV,Q019,Race/Ethnicity,Hispanic,RACE,RACEHIS,17.9
2013,IL,65.0,2 or more races,FV,Q019,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,17.1
2013,IL,437.0,Non-Hispanic Black,FV,Q019,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,40.4
2013,IL,4289.0,Non-Hispanic White,FV,Q019,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,22.5
2013,IL,4248.0,Non-Hispanic White,PA,Q043,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,53.7
2013,IL,435.0,Non-Hispanic Black,PA,Q043,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,49.9
2013,IL,298.0,Hispanic,PA,Q043,Race/Ethnicity,Hispanic,RACE,RACEHIS,46.9
2013,IL,126.0,Asian,PA,Q043,Race/Ethnicity,Asian,RACE,RACEASN,52.8
2013,IL,64.0,2 or more races,PA,Q043,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,58.9
2013,IL,4225.0,Non-Hispanic White,PA,Q044,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,20.6
2013,IL,430.0,Non-Hispanic Black,PA,Q044,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,20.6
2013,IL,294.0,Hispanic,PA,Q044,Race/Ethnicity,Hispanic,RACE,RACEHIS,22.5
2013,IL,125.0,Asian,PA,Q044,Race/Ethnicity,Asian,RACE,RACEASN,22.0
2013,IL,4239.0,Non-Hispanic White,PA,Q045,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,32.9
2013,IL,64.0,2 or more races,PA,Q044,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.6
2013,IL,432.0,Non-Hispanic Black,PA,Q045,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.3
2013,IL,297.0,Hispanic,PA,Q045,Race/Ethnicity,Hispanic,RACE,RACEHIS,30.1
2013,IL,124.0,Asian,PA,Q045,Race/Ethnicity,Asian,RACE,RACEASN,27.7
2013,IL,64.0,2 or more races,PA,Q045,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37.4
2013,IL,4268.0,Non-Hispanic White,PA,Q046,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,29.6
2013,IL,435.0,Non-Hispanic Black,PA,Q046,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,32.0
2013,IL,296.0,Hispanic,PA,Q046,Race/Ethnicity,Hispanic,RACE,RACEHIS,28.5
2013,IL,126.0,Asian,PA,Q046,Race/Ethnicity,Asian,RACE,RACEASN,32.1
2013,IL,65.0,2 or more races,PA,Q046,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,43.8
2013,IL,4301.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,24.5
2013,IL,442.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.4
2013,IL,304.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,27.6
2013,IL,127.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,20.1
2013,IL,66.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,14.9
2014,IL,3674.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,27.5
2014,IL,491.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,43.8
2014,IL,391.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,34.9
2014,IL,147.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,3.2
2014,IL,60.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,23.1
2014,IL,3674.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.5
2014,IL,491.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.2
2014,IL,391.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.1
2014,IL,147.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,28.0
2014,IL,60.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,30.2
2014,IL,3752.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,21.7
2014,IL,498.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,30.1
2014,IL,432.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,28.6
2014,IL,148.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,19.0
2014,IL,60.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,19.8
2012,IN,61.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,24.5
2011,IN,6518.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,29.5
2011,IN,926.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,42.2
2011,IN,251.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,34.7
2011,IN,65.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,37.9
2011,IN,103.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,45.4
2011,IN,6518.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.9
2011,IN,926.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,31.3
2011,IN,251.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,39.1
2011,IN,65.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,30.9
2011,IN,103.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,34.0
2011,IN,263.0,Hispanic,FV,Q018,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.4
2011,IN,6445.0,Non-Hispanic White,FV,Q018,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,41.6
2011,IN,95.0,2 or more races,FV,Q018,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,45.8
2011,IN,860.0,Non-Hispanic Black,FV,Q018,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,45.9
2011,IN,64.0,American Indian/Alaska Native,FV,Q018,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,55.2
2011,IN,6338.0,Non-Hispanic White,FV,Q019,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,26.0
2011,IN,846.0,Non-Hispanic Black,FV,Q019,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,39.2
2011,IN,259.0,Hispanic,FV,Q019,Race/Ethnicity,Hispanic,RACE,RACEHIS,30.6
2011,IN,62.0,American Indian/Alaska Native,FV,Q019,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,28.1
2011,IN,93.0,2 or more races,FV,Q019,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37.3
2011,IN,6226.0,Non-Hispanic White,PA,Q043,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,46.4
2011,IN,836.0,Non-Hispanic Black,PA,Q043,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,43.9
2011,IN,253.0,Hispanic,PA,Q043,Race/Ethnicity,Hispanic,RACE,RACEHIS,39.6
2011,IN,64.0,American Indian/Alaska Native,PA,Q043,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,44.4
2011,IN,92.0,2 or more races,PA,Q043,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,51.0
2011,IN,63.0,American Indian/Alaska Native,PA,Q044,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,19.6
2011,IN,92.0,2 or more races,PA,Q044,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,24.8
2011,IN,6155.0,Non-Hispanic White,PA,Q044,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,16.9
2011,IN,824.0,Non-Hispanic Black,PA,Q044,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,21.4
2011,IN,252.0,Hispanic,PA,Q044,Race/Ethnicity,Hispanic,RACE,RACEHIS,14.0
2011,IN,6176.0,Non-Hispanic White,PA,Q045,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,27.6
2011,IN,831.0,Non-Hispanic Black,PA,Q045,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.1
2011,IN,251.0,Hispanic,PA,Q045,Race/Ethnicity,Hispanic,RACE,RACEHIS,19.1
2011,IN,62.0,American Indian/Alaska Native,PA,Q045,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,37.6
2011,IN,92.0,2 or more races,PA,Q045,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,28.5
2011,IN,97.0,2 or more races,PA,Q046,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.3
2011,IN,6422.0,Non-Hispanic White,PA,Q046,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,25.8
2011,IN,861.0,Non-Hispanic Black,PA,Q046,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,31.0
2011,IN,262.0,Hispanic,PA,Q046,Race/Ethnicity,Hispanic,RACE,RACEHIS,18.4
2011,IN,50.0,Asian,PA,Q046,Race/Ethnicity,Asian,RACE,RACEASN,39.5
2011,IN,64.0,American Indian/Alaska Native,PA,Q046,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,26.7
2011,IN,6508.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,28.6
2011,IN,878.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,30.9
2011,IN,265.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.0
2011,IN,50.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,20.7
2011,IN,65.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,29.6
2011,IN,97.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,26.3
2012,IN,6700.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,30.2
2012,IN,883.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,43.7
2012,IN,274.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,30.3
2012,IN,61.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,14.7
2012,IN,129.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,42.6
2012,IN,6700.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.7
2012,IN,883.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,28.3
2012,IN,274.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.2
2012,IN,129.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,35.8
2012,IN,7008.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,24.7
2012,IN,922.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.5
2012,IN,305.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,33.8
2012,IN,68.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,17.2
2012,IN,133.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,32.6
2013,IN,8515.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,30.6
2013,IN,557.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,41.7
2013,IN,285.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,34.9
2013,IN,70.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,7.0
2013,IN,78.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,44.7
2013,IN,111.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37.3
2013,IN,8515.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.1
2013,IN,557.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,32.0
2013,IN,285.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.3
2013,IN,70.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,26.8
2013,IN,78.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,25.3
2013,IN,111.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,30.6
2013,IN,8227.0,Non-Hispanic White,FV,Q018,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,44.0
2013,IN,532.0,Non-Hispanic Black,FV,Q018,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,44.3
2013,IN,289.0,Hispanic,FV,Q018,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.3
2013,IN,66.0,Asian,FV,Q018,Race/Ethnicity,Asian,RACE,RACEASN,32.6
2013,IN,70.0,American Indian/Alaska Native,FV,Q018,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,47.1
2013,IN,105.0,2 or more races,FV,Q018,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,42.6
2013,IN,65.0,Asian,FV,Q019,Race/Ethnicity,Asian,RACE,RACEASN,19.8
2013,IN,72.0,American Indian/Alaska Native,FV,Q019,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,40.7
2013,IN,99.0,2 or more races,FV,Q019,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,32.6
2013,IN,283.0,Hispanic,FV,Q019,Race/Ethnicity,Hispanic,RACE,RACEHIS,24.1
2013,IN,8068.0,Non-Hispanic White,FV,Q019,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,25.6
2013,IN,521.0,Non-Hispanic Black,FV,Q019,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,37.9
2013,IN,62.0,Asian,PA,Q043,Race/Ethnicity,Asian,RACE,RACEASN,36.4
2013,IN,67.0,American Indian/Alaska Native,PA,Q043,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,44.7
2013,IN,101.0,2 or more races,PA,Q043,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.8
2013,IN,8029.0,Non-Hispanic White,PA,Q043,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,45.5
2013,IN,502.0,Non-Hispanic Black,PA,Q043,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,41.9
2013,IN,280.0,Hispanic,PA,Q043,Race/Ethnicity,Hispanic,RACE,RACEHIS,31.1
2013,IN,7942.0,Non-Hispanic White,PA,Q044,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,16.4
2013,IN,499.0,Non-Hispanic Black,PA,Q044,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,17.1
2013,IN,280.0,Hispanic,PA,Q044,Race/Ethnicity,Hispanic,RACE,RACEHIS,12.9
2013,IN,60.0,Asian,PA,Q044,Race/Ethnicity,Asian,RACE,RACEASN,15.7
2013,IN,66.0,American Indian/Alaska Native,PA,Q044,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,31.5
2013,IN,101.0,2 or more races,PA,Q044,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,18.2
2013,IN,7943.0,Non-Hispanic White,PA,Q045,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,26.8
2013,IN,498.0,Non-Hispanic Black,PA,Q045,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,25.5
2013,IN,276.0,Hispanic,PA,Q045,Race/Ethnicity,Hispanic,RACE,RACEHIS,19.5
2013,IN,62.0,Asian,PA,Q045,Race/Ethnicity,Asian,RACE,RACEASN,15.7
2013,IN,66.0,American Indian/Alaska Native,PA,Q045,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,33.5
2013,IN,99.0,2 or more races,PA,Q045,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,24.6
2013,IN,8250.0,Non-Hispanic White,PA,Q046,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,25.0
2013,IN,526.0,Non-Hispanic Black,PA,Q046,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,27.7
2013,IN,289.0,Hispanic,PA,Q046,Race/Ethnicity,Hispanic,RACE,RACEHIS,25.2
2013,IN,63.0,Asian,PA,Q046,Race/Ethnicity,Asian,RACE,RACEASN,33.9
2013,IN,71.0,American Indian/Alaska Native,PA,Q046,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,49.2
2013,IN,104.0,2 or more races,PA,Q046,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37.1
2013,IN,8363.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,30.3
2013,IN,533.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,32.8
2013,IN,291.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.4
2013,IN,64.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,25.8
2013,IN,72.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,26.3
2013,IN,106.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,44.4
2014,IN,9427.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,32.4
2014,IN,581.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,42.1
2014,IN,285.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,30.8
2014,IN,108.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,10.4
2014,IN,95.0,American Indian/Alaska Native,OWS,Q036,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,39.2
2014,IN,124.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,30.1
2014,IN,9427.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,33.9
2014,IN,581.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.3
2014,IN,285.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.4
2014,IN,108.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,31.0
2014,IN,95.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,28.9
2014,IN,124.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.4
2014,IN,10019.0,Non-Hispanic White,PA,Q047,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,25.4
2014,IN,636.0,Non-Hispanic Black,PA,Q047,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.0
2014,IN,318.0,Hispanic,PA,Q047,Race/Ethnicity,Hispanic,RACE,RACEHIS,30.9
2014,IN,125.0,Asian,PA,Q047,Race/Ethnicity,Asian,RACE,RACEASN,24.6
2014,IN,97.0,American Indian/Alaska Native,PA,Q047,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,33.4
2014,IN,131.0,2 or more races,PA,Q047,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,18.6
2011,IA,6413.0,Non-Hispanic White,OWS,Q036,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,29.2
2011,IA,109.0,Non-Hispanic Black,OWS,Q036,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,27.8
2011,IA,189.0,Hispanic,OWS,Q036,Race/Ethnicity,Hispanic,RACE,RACEHIS,33.2
2011,IA,57.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,3.0
2011,IA,53.0,2 or more races,OWS,Q036,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,33.7
2011,IA,6413.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.0
2011,IA,109.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,37.1
2011,IA,189.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.9
2011,IA,57.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,20.0
2012,IA,53.0,Asian,OWS,Q036,Race/Ethnicity,Asian,RACE,RACEASN,5.4
2011,IA,53.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,29.6
2011,IA,205.0,Hispanic,FV,Q018,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.8
2011,IA,6437.0,Non-Hispanic White,FV,Q018,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,39.5
2011,IA,51.0,2 or more races,FV,Q018,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,44.8
2011,IA,57.0,Asian,FV,Q018,Race/Ethnicity,Asian,RACE,RACEASN,45.2
2011,IA,105.0,Non-Hispanic Black,FV,Q018,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,53.7
2011,IA,6312.0,Non-Hispanic White,FV,Q019,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,26.4
2011,IA,99.0,Non-Hispanic Black,FV,Q019,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,48.6
2011,IA,201.0,Hispanic,FV,Q019,Race/Ethnicity,Hispanic,RACE,RACEHIS,28.4
2011,IA,55.0,Asian,FV,Q019,Race/Ethnicity,Asian,RACE,RACEASN,19.8
2011,IA,52.0,2 or more races,FV,Q019,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,29.7
2011,IA,6370.0,Non-Hispanic White,PA,Q043,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,48.0
2011,IA,104.0,Non-Hispanic Black,PA,Q043,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,54.5
2011,IA,204.0,Hispanic,PA,Q043,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.7
2011,IA,54.0,Asian,PA,Q043,Race/Ethnicity,Asian,RACE,RACEASN,41.2
2011,IA,51.0,2 or more races,PA,Q043,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,49.9
2011,IA,6329.0,Non-Hispanic White,PA,Q044,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,17.1
