yearend,locationabbr,sample_size,gender,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2013,SC,4297.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.7
2013,SC,5930.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.8
2013,SC,3981.0,Male,FV,Q018,Gender,Male,GEN,MALE,51.0
2013,SC,5878.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,40.0
2013,SC,5732.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,23.8
2013,SC,3913.0,Male,FV,Q019,Gender,Male,GEN,MALE,30.0
2013,SC,3887.0,Male,PA,Q043,Gender,Male,GEN,MALE,51.7
2013,SC,5750.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,46.7
2013,SC,3854.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.7
2013,SC,5691.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,15.8
2013,SC,3870.0,Male,PA,Q045,Gender,Male,GEN,MALE,33.2
2013,SC,5707.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,27.8
2013,SC,5947.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,21.8
2013,SC,3996.0,Male,PA,Q046,Gender,Male,GEN,MALE,32.6
2013,SC,4051.0,Male,PA,Q047,Gender,Male,GEN,MALE,24.2
2013,SC,6016.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,29.2
2014,SC,4482.0,Male,OWS,Q036,Gender,Male,GEN,MALE,31.7
2014,SC,5911.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,32.4
2014,SC,4482.0,Male,OWS,Q037,Gender,Male,GEN,MALE,40.0
2014,SC,5911.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.0
2014,SC,4597.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.6
2011,SD,3281.0,Male,OWS,Q036,Gender,Male,GEN,MALE,29.9
2011,SD,4539.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,26.3
2011,SD,3281.0,Male,OWS,Q037,Gender,Male,GEN,MALE,43.4
2011,SD,4539.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.9
2011,SD,4729.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,35.0
2011,SD,3164.0,Male,FV,Q018,Gender,Male,GEN,MALE,44.4
2011,SD,3099.0,Male,FV,Q019,Gender,Male,GEN,MALE,30.6
2011,SD,4638.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,22.2
2011,SD,3149.0,Male,PA,Q043,Gender,Male,GEN,MALE,42.8
2011,SD,4690.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,49.3
2011,SD,3135.0,Male,PA,Q044,Gender,Male,GEN,MALE,15.7
2011,SD,4661.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,16.3
2011,SD,3136.0,Male,PA,Q045,Gender,Male,GEN,MALE,24.6
2011,SD,4671.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,25.9
2011,SD,3208.0,Male,PA,Q046,Gender,Male,GEN,MALE,27.7
2011,SD,4792.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.6
2011,SD,3226.0,Male,PA,Q047,Gender,Male,GEN,MALE,29.2
2011,SD,4819.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,24.8
2012,SD,3321.0,Male,OWS,Q036,Gender,Male,GEN,MALE,28.7
2012,SD,4112.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,27.5
2012,SD,3321.0,Male,OWS,Q037,Gender,Male,GEN,MALE,44.2
2012,SD,4112.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,31.2
2012,SD,3362.0,Male,PA,Q047,Gender,Male,GEN,MALE,24.5
2012,SD,4512.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,20.6
2013,SD,2975.0,Male,OWS,Q036,Gender,Male,GEN,MALE,32.0
2013,SD,3556.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,27.6
2013,SD,2975.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.0
2013,SD,3556.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,31.9
2013,SD,2825.0,Male,FV,Q018,Gender,Male,GEN,MALE,44.8
2013,SD,3699.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,34.0
2013,SD,2780.0,Male,FV,Q019,Gender,Male,GEN,MALE,28.1
2013,SD,3629.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,20.8
2013,SD,2780.0,Male,PA,Q043,Gender,Male,GEN,MALE,51.7
2013,SD,3643.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,55.6
2013,SD,2761.0,Male,PA,Q044,Gender,Male,GEN,MALE,19.8
2013,SD,3627.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,16.9
2013,SD,2772.0,Male,PA,Q045,Gender,Male,GEN,MALE,34.4
2013,SD,3625.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,36.4
2013,SD,2812.0,Male,PA,Q046,Gender,Male,GEN,MALE,30.8
2013,SD,3691.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.6
2013,SD,2837.0,Male,PA,Q047,Gender,Male,GEN,MALE,26.1
2013,SD,3716.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,21.7
2014,SD,3147.0,Male,OWS,Q036,Gender,Male,GEN,MALE,31.5
2014,SD,3813.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,28.1
2014,SD,3147.0,Male,OWS,Q037,Gender,Male,GEN,MALE,40.7
2014,SD,3813.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.6
2014,SD,3205.0,Male,PA,Q047,Gender,Male,GEN,MALE,19.5
2014,SD,4194.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,22.8
2011,TN,1796.0,Male,OWS,Q036,Gender,Male,GEN,MALE,28.0
2011,TN,3779.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.4
2011,TN,1796.0,Male,OWS,Q037,Gender,Male,GEN,MALE,45.1
2011,TN,3779.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.7
2011,TN,3710.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,42.3
2011,TN,1657.0,Male,FV,Q018,Gender,Male,GEN,MALE,50.5
2011,TN,1605.0,Male,FV,Q019,Gender,Male,GEN,MALE,27.8
2011,TN,3616.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,23.2
2011,TN,1618.0,Male,PA,Q043,Gender,Male,GEN,MALE,42.6
2011,TN,3648.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,35.6
2011,TN,1582.0,Male,PA,Q044,Gender,Male,GEN,MALE,15.3
2011,TN,3571.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,10.4
2011,TN,3774.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,15.2
2011,TN,1604.0,Male,PA,Q045,Gender,Male,GEN,MALE,26.0
2011,TN,3605.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,19.8
2011,TN,1695.0,Male,PA,Q046,Gender,Male,GEN,MALE,26.6
2011,TN,1736.0,Male,PA,Q047,Gender,Male,GEN,MALE,32.9
2011,TN,3870.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,37.2
2012,TN,2479.0,Male,OWS,Q036,Gender,Male,GEN,MALE,30.4
2012,TN,4134.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,31.8
2012,TN,2479.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.0
2012,TN,4134.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.4
2012,TN,2524.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.6
2012,TN,4524.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,31.4
2013,TN,2066.0,Male,OWS,Q036,Gender,Male,GEN,MALE,32.8
2013,TN,3386.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,34.6
2013,TN,2066.0,Male,OWS,Q037,Gender,Male,GEN,MALE,40.7
2013,TN,3386.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.8
2013,TN,1884.0,Male,PA,Q047,Gender,Male,GEN,MALE,34.7
2013,TN,1825.0,Male,FV,Q018,Gender,Male,GEN,MALE,48.3
2013,TN,3221.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,41.6
2013,TN,1770.0,Male,FV,Q019,Gender,Male,GEN,MALE,27.6
2013,TN,3125.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,21.4
2013,TN,1820.0,Male,PA,Q043,Gender,Male,GEN,MALE,40.2
2013,TN,3182.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,35.4
2013,TN,1799.0,Male,PA,Q044,Gender,Male,GEN,MALE,14.7
2013,TN,3160.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,9.9
2013,TN,1808.0,Male,PA,Q045,Gender,Male,GEN,MALE,23.1
2013,TN,3169.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,18.4
2013,TN,1860.0,Male,PA,Q046,Gender,Male,GEN,MALE,24.4
2013,TN,3286.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,15.3
2013,TN,3312.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,39.5
2014,TN,1819.0,Male,OWS,Q036,Gender,Male,GEN,MALE,32.0
2014,TN,2974.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.5
2014,TN,1819.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.7
2014,TN,2974.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,32.1
2014,TN,1881.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.1
2014,TN,3258.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,30.3
2011,TX,5519.0,Male,OWS,Q036,Gender,Male,GEN,MALE,30.9
2011,TX,8505.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,29.9
2011,TX,5378.0,Male,PA,Q047,Gender,Male,GEN,MALE,26.0
2011,TX,5519.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.7
2011,TX,8505.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.9
2011,TX,8731.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,36.0
2011,TX,5295.0,Male,FV,Q018,Gender,Male,GEN,MALE,44.8
2011,TX,5224.0,Male,FV,Q019,Gender,Male,GEN,MALE,25.1
2011,TX,8572.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,18.6
2011,TX,5196.0,Male,PA,Q043,Gender,Male,GEN,MALE,49.0
2011,TX,8496.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,47.5
2011,TX,5144.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.4
2011,TX,8404.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,16.5
2011,TX,5159.0,Male,PA,Q045,Gender,Male,GEN,MALE,28.7
2011,TX,8440.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,26.6
2011,TX,5309.0,Male,PA,Q046,Gender,Male,GEN,MALE,33.5
2011,TX,8734.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,23.2
2011,TX,8847.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,28.4
2012,TX,3640.0,Male,OWS,Q036,Gender,Male,GEN,MALE,28.5
2012,TX,4890.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.0
2012,TX,3640.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.2
2012,TX,4890.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.2
2012,TX,3710.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.4
2012,TX,5403.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,29.0
2013,TX,4254.0,Male,OWS,Q036,Gender,Male,GEN,MALE,29.6
2013,TX,5831.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,32.2
2013,TX,4254.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.1
2013,TX,5831.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.1
2013,TX,3921.0,Male,FV,Q018,Gender,Male,GEN,MALE,47.4
2013,TX,5902.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,38.3
2013,TX,3828.0,Male,FV,Q019,Gender,Male,GEN,MALE,23.4
2013,TX,5729.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,19.6
2013,TX,3858.0,Male,PA,Q043,Gender,Male,GEN,MALE,44.3
2013,TX,5814.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,40.0
2013,TX,3822.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.4
2013,TX,5762.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,14.0
2013,TX,3840.0,Male,PA,Q045,Gender,Male,GEN,MALE,26.5
2013,TX,5767.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,23.2
2013,TX,5996.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,21.4
2013,TX,3978.0,Male,PA,Q046,Gender,Male,GEN,MALE,35.8
2013,TX,4027.0,Male,PA,Q047,Gender,Male,GEN,MALE,26.4
2013,TX,6073.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,33.5
2014,TX,5939.0,Male,OWS,Q036,Gender,Male,GEN,MALE,33.2
2014,TX,8119.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.7
2014,TX,5939.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.1
2014,TX,8119.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.4
2014,TX,6200.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.0
2014,TX,9194.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,30.0
2011,UT,5411.0,Male,OWS,Q036,Gender,Male,GEN,MALE,25.8
2011,UT,6507.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,22.9
2011,UT,5411.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.0
2011,UT,6507.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,27.4
2011,UT,6719.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,28.8
2011,UT,5154.0,Male,FV,Q018,Gender,Male,GEN,MALE,40.9
2011,UT,5072.0,Male,FV,Q019,Gender,Male,GEN,MALE,23.3
2011,UT,6620.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,16.3
2011,UT,5139.0,Male,PA,Q043,Gender,Male,GEN,MALE,56.7
2011,UT,6644.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,55.0
2011,UT,5081.0,Male,PA,Q044,Gender,Male,GEN,MALE,23.8
2011,UT,6570.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.2
2011,UT,5107.0,Male,PA,Q045,Gender,Male,GEN,MALE,35.3
2011,UT,6595.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,31.9
2011,UT,5198.0,Male,PA,Q046,Gender,Male,GEN,MALE,35.1
2011,UT,6806.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,29.6
2011,UT,5273.0,Male,PA,Q047,Gender,Male,GEN,MALE,18.3
2011,UT,6890.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,19.5
2012,UT,5178.0,Male,OWS,Q036,Gender,Male,GEN,MALE,24.6
2012,UT,6505.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,24.0
2012,UT,5178.0,Male,OWS,Q037,Gender,Male,GEN,MALE,40.4
2012,UT,6505.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,26.1
2012,UT,5254.0,Male,PA,Q047,Gender,Male,GEN,MALE,15.1
2012,UT,7149.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,18.0
2013,UT,5579.0,Male,OWS,Q036,Gender,Male,GEN,MALE,24.6
2013,UT,6448.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,23.7
2013,UT,5579.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.4
2013,UT,6448.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.1
2013,UT,5235.0,Male,FV,Q018,Gender,Male,GEN,MALE,42.6
2013,UT,6534.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,30.5
2013,UT,5154.0,Male,FV,Q019,Gender,Male,GEN,MALE,23.7
2013,UT,6462.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,17.2
2013,UT,5142.0,Male,PA,Q043,Gender,Male,GEN,MALE,55.2
2013,UT,6447.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,55.3
2013,UT,5083.0,Male,PA,Q044,Gender,Male,GEN,MALE,23.5
2013,UT,6376.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.3
2013,UT,5107.0,Male,PA,Q045,Gender,Male,GEN,MALE,34.3
2013,UT,6397.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,32.8
2013,UT,6551.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,28.7
2013,UT,5198.0,Male,PA,Q046,Gender,Male,GEN,MALE,36.0
2013,UT,5288.0,Male,PA,Q047,Gender,Male,GEN,MALE,19.7
2013,UT,6649.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,21.5
2014,UT,6702.0,Male,OWS,Q036,Gender,Male,GEN,MALE,25.7
2014,UT,7263.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,25.8
2014,UT,6702.0,Male,OWS,Q037,Gender,Male,GEN,MALE,40.2
2014,UT,7263.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,27.0
2014,UT,6938.0,Male,PA,Q047,Gender,Male,GEN,MALE,15.5
2014,UT,8055.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,18.1
2011,VT,2827.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.3
2011,VT,3944.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,23.6
2011,VT,2827.0,Male,OWS,Q037,Gender,Male,GEN,MALE,40.4
2011,VT,3944.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.1
2011,VT,4088.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,26.8
2011,VT,2734.0,Male,FV,Q018,Gender,Male,GEN,MALE,36.2
2011,VT,2675.0,Male,FV,Q019,Gender,Male,GEN,MALE,21.1
2011,VT,4022.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,15.2
2011,VT,2707.0,Male,PA,Q043,Gender,Male,GEN,MALE,59.0
2011,VT,4002.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,59.3
2011,VT,2770.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.1
2011,VT,2675.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.7
2011,VT,3973.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,20.6
2011,VT,2697.0,Male,PA,Q045,Gender,Male,GEN,MALE,41.3
2011,VT,3977.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,38.4
2011,VT,2729.0,Male,PA,Q046,Gender,Male,GEN,MALE,31.9
2011,VT,4106.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,26.4
2011,VT,4154.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,19.9
2012,VT,3292.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.5
2012,VT,2499.0,Male,OWS,Q036,Gender,Male,GEN,MALE,24.4
2012,VT,3292.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,23.0
2012,VT,2499.0,Male,OWS,Q037,Gender,Male,GEN,MALE,44.6
2012,VT,2532.0,Male,PA,Q047,Gender,Male,GEN,MALE,17.3
2012,VT,3516.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,17.1
2013,VT,2660.0,Male,OWS,Q036,Gender,Male,GEN,MALE,25.7
2013,VT,3446.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,23.8
2013,VT,2660.0,Male,OWS,Q037,Gender,Male,GEN,MALE,44.2
2013,VT,3446.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.0
2011,VA,3580.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,28.6
2013,VT,2474.0,Male,FV,Q018,Gender,Male,GEN,MALE,39.3
2013,VT,3501.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,26.9
2013,VT,2433.0,Male,FV,Q019,Gender,Male,GEN,MALE,21.9
2013,VT,3424.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,11.6
2013,VT,2414.0,Male,PA,Q043,Gender,Male,GEN,MALE,58.1
2013,VT,3378.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,59.4
2013,VT,2387.0,Male,PA,Q044,Gender,Male,GEN,MALE,23.4
2013,VT,3348.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,22.6
2013,VT,2397.0,Male,PA,Q045,Gender,Male,GEN,MALE,39.6
2013,VT,3348.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,38.7
2013,VT,3447.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,29.1
2013,VT,2458.0,Male,PA,Q046,Gender,Male,GEN,MALE,31.6
2013,VT,2490.0,Male,PA,Q047,Gender,Male,GEN,MALE,21.1
2013,VT,3496.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,19.9
2014,VT,2788.0,Male,OWS,Q036,Gender,Male,GEN,MALE,25.3
2014,VT,3280.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,24.2
2014,VT,2788.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.6
2014,VT,3280.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.2
2014,VT,2876.0,Male,PA,Q047,Gender,Male,GEN,MALE,18.1
2014,VT,3582.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,19.8
2011,VA,2571.0,Male,OWS,Q036,Gender,Male,GEN,MALE,29.7
2011,VA,2571.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.9
2011,VA,3580.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.3
2011,VA,3627.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,33.6
2011,VA,2430.0,Male,FV,Q018,Gender,Male,GEN,MALE,43.4
2011,VA,2402.0,Male,FV,Q019,Gender,Male,GEN,MALE,24.9
2011,VA,3575.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,19.6
2013,VA,4578.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,28.3
2011,VA,2390.0,Male,PA,Q043,Gender,Male,GEN,MALE,53.6
2011,VA,3525.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,51.3
2011,VA,2363.0,Male,PA,Q044,Gender,Male,GEN,MALE,26.5
2011,VA,3485.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,19.0
2011,VA,2362.0,Male,PA,Q045,Gender,Male,GEN,MALE,35.5
2011,VA,3475.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,31.8
2011,VA,2460.0,Male,PA,Q046,Gender,Male,GEN,MALE,39.8
2011,VA,3645.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,27.4
2011,VA,2495.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.4
2011,VA,3704.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,26.6
2012,VA,2957.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.3
2012,VA,3991.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,27.5
2012,VA,2957.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.4
2012,VA,3991.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.1
2012,VA,3041.0,Male,PA,Q047,Gender,Male,GEN,MALE,20.2
2012,VA,4347.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,24.6
2013,VA,3411.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.1
2013,VA,4530.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,27.3
2013,VA,3411.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.8
2013,VA,4530.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.7
2013,VA,3189.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.5
2013,VA,3119.0,Male,FV,Q018,Gender,Male,GEN,MALE,42.1
2013,VA,4520.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,33.1
2013,VA,3074.0,Male,FV,Q019,Gender,Male,GEN,MALE,25.2
2013,VA,4433.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,18.0
2013,VA,3094.0,Male,PA,Q043,Gender,Male,GEN,MALE,54.0
2013,VA,4389.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,49.9
2013,VA,3065.0,Male,PA,Q044,Gender,Male,GEN,MALE,26.5
2013,VA,4336.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,18.9
2013,VA,3066.0,Male,PA,Q045,Gender,Male,GEN,MALE,34.2
2013,VA,4359.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,30.2
2013,VA,4508.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,26.3
2013,VA,3155.0,Male,PA,Q046,Gender,Male,GEN,MALE,38.9
2014,VA,3880.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.7
2014,VA,4999.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,29.3
2012,WV,3137.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,34.5
2014,VA,3880.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.0
2014,VA,4999.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.5
2014,VA,3974.0,Male,PA,Q047,Gender,Male,GEN,MALE,21.1
2014,VA,5478.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.8
2011,WA,5835.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.9
2011,WA,8061.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,24.9
2011,WA,5835.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.5
2011,WA,8061.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.3
2011,WA,8470.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,29.6
2011,WA,5685.0,Male,FV,Q018,Gender,Male,GEN,MALE,40.6
2011,WA,5660.0,Male,FV,Q019,Gender,Male,GEN,MALE,22.6
2011,WA,8334.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,15.1
2012,WI,2767.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,29.8
2011,WA,5668.0,Male,PA,Q043,Gender,Male,GEN,MALE,53.0
2011,WA,8353.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,55.4
2011,WA,5630.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.2
2011,WA,8276.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,20.7
2011,WA,5633.0,Male,PA,Q045,Gender,Male,GEN,MALE,33.2
2011,WA,8276.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,34.8
2011,WA,5791.0,Male,PA,Q046,Gender,Male,GEN,MALE,32.7
2011,WA,8558.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,28.6
2012,WA,8092.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,27.3
2011,WA,5835.0,Male,PA,Q047,Gender,Male,GEN,MALE,21.8
2011,WA,8634.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,22.1
2012,WA,6448.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.3
2012,WA,8092.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,26.3
2012,WA,6448.0,Male,OWS,Q037,Gender,Male,GEN,MALE,43.2
2012,WA,6537.0,Male,PA,Q047,Gender,Male,GEN,MALE,18.0
2012,WA,8768.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,20.0
2013,WA,4635.0,Male,OWS,Q036,Gender,Male,GEN,MALE,26.6
2013,WA,5919.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,27.7
