yearend,locationabbr,sample_size,gender,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2011,ME,4910.0,Male,FV,Q018,Gender,Male,GEN,MALE,38.2
2011,ME,4877.0,Male,FV,Q019,Gender,Male,GEN,MALE,22.6
2011,ME,7637.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,15.5
2011,ME,4828.0,Male,PA,Q043,Gender,Male,GEN,MALE,57.4
2011,ME,7528.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,56.0
2011,ME,4776.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.7
2011,ME,7458.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,18.6
2011,ME,4786.0,Male,PA,Q045,Gender,Male,GEN,MALE,37.5
2011,ME,7462.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,33.8
2011,ME,7723.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.9
2011,ME,4925.0,Male,PA,Q046,Gender,Male,GEN,MALE,30.4
2011,ME,4983.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.2
2011,ME,7816.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,22.9
2012,ME,4135.0,Male,OWS,Q036,Gender,Male,GEN,MALE,30.1
2012,ME,5377.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,26.6
2012,ME,4135.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.5
2012,ME,5377.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.2
2012,ME,4173.0,Male,PA,Q047,Gender,Male,GEN,MALE,20.9
2012,ME,5732.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,20.9
2013,ME,3294.0,Male,OWS,Q036,Gender,Male,GEN,MALE,29.1
2013,ME,4497.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,28.7
2013,ME,3294.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.8
2013,ME,4497.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.2
2013,ME,3121.0,Male,FV,Q018,Gender,Male,GEN,MALE,39.4
2013,ME,4524.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,29.1
2013,ME,3076.0,Male,FV,Q019,Gender,Male,GEN,MALE,20.0
2013,ME,4461.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,15.6
2013,ME,3049.0,Male,PA,Q043,Gender,Male,GEN,MALE,52.3
2013,ME,4396.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,54.8
2013,ME,3017.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.0
2013,ME,4366.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,20.1
2013,ME,3024.0,Male,PA,Q045,Gender,Male,GEN,MALE,35.6
2013,ME,4360.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,35.4
2013,ME,3114.0,Male,PA,Q046,Gender,Male,GEN,MALE,32.5
2013,ME,4536.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,26.9
2013,ME,3152.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.5
2013,ME,4572.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,23.0
2014,ME,3717.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.9
2014,ME,4988.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,28.5
2014,ME,3717.0,Male,OWS,Q037,Gender,Male,GEN,MALE,43.6
2014,ME,4988.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.9
2014,ME,3756.0,Male,PA,Q047,Gender,Male,GEN,MALE,19.2
2014,ME,5362.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,20.2
2011,MD,3696.0,Male,OWS,Q036,Gender,Male,GEN,MALE,28.7
2011,MD,5754.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,27.9
2011,MD,3696.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.5
2011,MD,5754.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.9
2011,MD,5925.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,33.6
2011,MD,3536.0,Male,FV,Q018,Gender,Male,GEN,MALE,39.4
2011,MD,3482.0,Male,FV,Q019,Gender,Male,GEN,MALE,25.7
2011,MD,5809.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,20.3
2012,MD,7912.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.7
2011,MD,3483.0,Male,PA,Q043,Gender,Male,GEN,MALE,50.2
2011,MD,5824.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,47.3
2011,MD,3460.0,Male,PA,Q044,Gender,Male,GEN,MALE,23.2
2011,MD,5779.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,16.8
2011,MD,3459.0,Male,PA,Q045,Gender,Male,GEN,MALE,30.2
2011,MD,5792.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,27.6
2011,MD,3594.0,Male,PA,Q046,Gender,Male,GEN,MALE,37.1
2011,MD,6010.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.0
2011,MD,3622.0,Male,PA,Q047,Gender,Male,GEN,MALE,24.3
2011,MD,6062.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,27.8
2012,MD,4759.0,Male,OWS,Q036,Gender,Male,GEN,MALE,26.5
2012,MD,7188.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,28.7
2012,MD,4759.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.4
2012,MD,7188.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.2
2012,MD,4886.0,Male,PA,Q047,Gender,Male,GEN,MALE,20.1
2013,MD,4849.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.8
2013,MD,7320.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,28.8
2013,MA,8085.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,27.3
2013,MD,4849.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.0
2013,MD,7320.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.9
2013,MD,4563.0,Male,FV,Q018,Gender,Male,GEN,MALE,40.5
2013,MD,7346.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,31.9
2013,MD,7164.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,19.6
2013,MD,4482.0,Male,FV,Q019,Gender,Male,GEN,MALE,24.6
2013,MD,4312.0,Male,PA,Q043,Gender,Male,GEN,MALE,50.7
2013,MD,6882.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,46.6
2013,MD,4279.0,Male,PA,Q044,Gender,Male,GEN,MALE,25.8
2013,MD,6836.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,17.7
2013,MD,6803.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,26.3
2013,MD,4284.0,Male,PA,Q045,Gender,Male,GEN,MALE,30.5
2013,MD,4651.0,Male,PA,Q046,Gender,Male,GEN,MALE,38.7
2013,MD,7495.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,25.9
2013,MD,4698.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.2
2013,MD,7563.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,27.1
2014,MD,4624.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.8
2014,MD,7089.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,31.3
2011,MA,12311.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,21.4
2014,MD,4624.0,Male,OWS,Q037,Gender,Male,GEN,MALE,40.7
2014,MD,7089.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.1
2014,MD,4767.0,Male,PA,Q047,Gender,Male,GEN,MALE,18.7
2014,MD,7789.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,23.8
2011,MA,8221.0,Male,OWS,Q036,Gender,Male,GEN,MALE,24.1
2011,MA,8221.0,Male,OWS,Q037,Gender,Male,GEN,MALE,44.1
2011,MA,12311.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.1
2011,MA,12552.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,28.3
2011,MA,7668.0,Male,FV,Q018,Gender,Male,GEN,MALE,35.1
2011,MA,7550.0,Male,FV,Q019,Gender,Male,GEN,MALE,24.1
2011,MA,12353.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,17.5
2011,MA,7564.0,Male,PA,Q043,Gender,Male,GEN,MALE,58.4
2011,MA,12215.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,54.3
2011,MA,7477.0,Male,PA,Q044,Gender,Male,GEN,MALE,25.4
2011,MA,12066.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.3
2011,MA,7512.0,Male,PA,Q045,Gender,Male,GEN,MALE,38.2
2011,MA,12115.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,33.3
2011,MA,7854.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.1
2011,MA,12581.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,28.3
2011,MA,7723.0,Male,PA,Q046,Gender,Male,GEN,MALE,36.0
2011,MA,12780.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,24.8
2012,MA,8322.0,Male,OWS,Q036,Gender,Male,GEN,MALE,24.6
2012,MA,11582.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,21.2
2012,MA,8322.0,Male,OWS,Q037,Gender,Male,GEN,MALE,44.0
2012,MA,11582.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,27.9
2012,MA,8652.0,Male,PA,Q047,Gender,Male,GEN,MALE,18.3
2012,MA,13039.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,21.1
2013,MA,5798.0,Male,OWS,Q036,Gender,Male,GEN,MALE,25.9
2013,MA,8085.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,21.4
2013,MA,5798.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.5
2013,MA,5362.0,Male,FV,Q018,Gender,Male,GEN,MALE,37.8
2013,MA,8130.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,28.2
2013,MA,7975.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,17.2
2013,MA,5261.0,Male,FV,Q019,Gender,Male,GEN,MALE,23.3
2013,MA,5225.0,Male,PA,Q043,Gender,Male,GEN,MALE,55.3
2013,MA,7920.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,53.8
2013,MA,5192.0,Male,PA,Q044,Gender,Male,GEN,MALE,25.9
2013,MA,7842.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.2
2013,MA,5195.0,Male,PA,Q045,Gender,Male,GEN,MALE,36.5
2013,MA,7872.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,33.7
2013,MA,8042.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,28.9
2013,MA,5298.0,Male,PA,Q046,Gender,Male,GEN,MALE,36.6
2013,MA,5363.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.3
2013,MA,8169.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,24.6
2014,MA,6026.0,Male,OWS,Q036,Gender,Male,GEN,MALE,23.6
2014,MA,8368.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,23.0
2014,MA,6026.0,Male,OWS,Q037,Gender,Male,GEN,MALE,43.1
2014,MA,8368.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.1
2014,MA,6257.0,Male,PA,Q047,Gender,Male,GEN,MALE,18.1
2014,MA,9375.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,21.9
2011,MI,4391.0,Male,OWS,Q036,Gender,Male,GEN,MALE,31.9
2011,MI,6188.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.7
2011,MI,4391.0,Male,OWS,Q037,Gender,Male,GEN,MALE,38.0
2011,MI,6188.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.3
2011,MI,6336.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,32.5
2011,MI,4253.0,Male,FV,Q018,Gender,Male,GEN,MALE,42.3
2011,MI,4198.0,Male,FV,Q019,Gender,Male,GEN,MALE,27.4
2011,MI,6282.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,19.1
2011,MI,4211.0,Male,PA,Q043,Gender,Male,GEN,MALE,54.4
2011,MI,6235.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,52.6
2011,MI,4185.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.6
2011,MI,6190.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,17.9
2011,MI,4188.0,Male,PA,Q045,Gender,Male,GEN,MALE,35.3
2011,MI,6196.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,32.0
2011,MI,4283.0,Male,PA,Q046,Gender,Male,GEN,MALE,33.6
2011,MI,6387.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.2
2011,MI,4316.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.1
2011,MI,6456.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.0
2012,MI,4121.0,Male,OWS,Q036,Gender,Male,GEN,MALE,31.5
2012,MI,5931.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.6
2012,MI,4121.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.5
2012,MI,5931.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.6
2012,MI,4151.0,Male,PA,Q047,Gender,Male,GEN,MALE,21.5
2012,MI,6339.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.1
2013,MI,5366.0,Male,OWS,Q036,Gender,Male,GEN,MALE,31.1
2013,MI,6811.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,31.9
2013,MI,5366.0,Male,OWS,Q037,Gender,Male,GEN,MALE,40.1
2013,MI,6811.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.3
2013,MI,5101.0,Male,FV,Q018,Gender,Male,GEN,MALE,42.4
2013,MI,6946.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,33.4
2013,MI,6830.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,21.1
2013,MI,5039.0,Male,FV,Q019,Gender,Male,GEN,MALE,28.6
2013,MI,5051.0,Male,PA,Q043,Gender,Male,GEN,MALE,54.7
2013,MI,6775.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,51.5
2013,MI,5005.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.1
2013,MI,6727.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,17.1
2013,MI,5025.0,Male,PA,Q045,Gender,Male,GEN,MALE,37.0
2013,MI,6729.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,30.9
2013,MI,6944.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.8
2013,MI,5124.0,Male,PA,Q046,Gender,Male,GEN,MALE,33.1
2013,MI,5193.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.8
2013,MI,7021.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.0
2014,MI,3544.0,Male,OWS,Q036,Gender,Male,GEN,MALE,30.9
2014,MI,4480.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.6
2014,MI,3544.0,Male,OWS,Q037,Gender,Male,GEN,MALE,40.5
2014,MI,4480.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.2
2014,MI,3622.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.6
2014,MI,4833.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,27.2
2011,MN,6534.0,Male,OWS,Q036,Gender,Male,GEN,MALE,28.4
2011,MN,7853.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,22.9
2011,MN,6534.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.8
2011,MN,7853.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.4
2011,MN,8179.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,31.2
2013,MN,5998.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.0
2011,MN,6212.0,Male,FV,Q018,Gender,Male,GEN,MALE,41.5
2011,MN,6157.0,Male,FV,Q019,Gender,Male,GEN,MALE,26.0
2011,MN,8062.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,21.2
2013,MN,7452.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,23.8
2011,MN,6139.0,Male,PA,Q043,Gender,Male,GEN,MALE,55.5
2011,MN,8028.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,52.6
2011,MN,7949.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,20.1
2011,MN,6068.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.7
2011,MN,6105.0,Male,PA,Q045,Gender,Male,GEN,MALE,36.4
2011,MN,7986.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,31.1
2011,MN,8189.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,27.5
2011,MN,6254.0,Male,PA,Q046,Gender,Male,GEN,MALE,31.9
2011,MN,6348.0,Male,PA,Q047,Gender,Male,GEN,MALE,21.7
2011,MN,8291.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,22.1
2012,MN,5095.0,Male,OWS,Q036,Gender,Male,GEN,MALE,27.8
2012,MN,6334.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,23.6
2012,MN,5095.0,Male,OWS,Q037,Gender,Male,GEN,MALE,43.5
2012,MN,6334.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.8
2012,MN,5200.0,Male,PA,Q047,Gender,Male,GEN,MALE,16.7
2012,MN,7026.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,18.3
2013,MN,5998.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.3
2013,MN,7452.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.5
2013,MN,5620.0,Male,FV,Q018,Gender,Male,GEN,MALE,45.6
2013,MN,7567.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,31.1
2013,MN,5543.0,Male,FV,Q019,Gender,Male,GEN,MALE,27.9
2013,MN,7442.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,19.4
2013,MN,5514.0,Male,PA,Q043,Gender,Male,GEN,MALE,53.1
2013,MN,7389.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,52.3
2013,MN,5466.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.7
2013,MN,7316.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,20.6
2013,MN,5476.0,Male,PA,Q045,Gender,Male,GEN,MALE,31.9
2013,MN,7340.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,29.3
2013,MN,7546.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,29.5
2013,MN,5622.0,Male,PA,Q046,Gender,Male,GEN,MALE,33.0
2013,MN,5688.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.6
2013,MN,7635.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,23.3
2014,MN,7301.0,Male,OWS,Q036,Gender,Male,GEN,MALE,29.7
2014,MN,8008.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,25.4
2014,MN,7301.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.3
2014,MN,8008.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.3
2013,MS,2551.0,Male,OWS,Q036,Gender,Male,GEN,MALE,33.8
2014,MN,7489.0,Male,PA,Q047,Gender,Male,GEN,MALE,19.0
2014,MN,8906.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,21.4
2011,MS,3062.0,Male,OWS,Q036,Gender,Male,GEN,MALE,32.4
2011,MS,5442.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,37.3
2011,MS,3062.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.2
2011,MS,5442.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.0
2011,MS,5399.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,46.1
2011,MS,2904.0,Male,FV,Q018,Gender,Male,GEN,MALE,56.1
2013,MS,4481.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,36.4
2011,MS,2855.0,Male,FV,Q019,Gender,Male,GEN,MALE,35.6
2011,MS,5337.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,29.3
2013,MS,4481.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.6
2011,MS,2862.0,Male,PA,Q043,Gender,Male,GEN,MALE,42.7
2011,MS,5326.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,37.5
2011,MS,5532.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,17.9
2011,MS,2847.0,Male,PA,Q044,Gender,Male,GEN,MALE,17.3
2011,MS,5306.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,11.4
2011,MS,2849.0,Male,PA,Q045,Gender,Male,GEN,MALE,26.6
2011,MS,5303.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,21.1
2011,MS,2953.0,Male,PA,Q046,Gender,Male,GEN,MALE,30.5
2011,MS,2976.0,Male,PA,Q047,Gender,Male,GEN,MALE,33.2
2011,MS,5564.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,38.5
2012,MS,2698.0,Male,OWS,Q036,Gender,Male,GEN,MALE,31.8
2012,MS,4731.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,37.3
2012,MS,2698.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.3
2012,MS,4731.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.5
2012,MS,2736.0,Male,PA,Q047,Gender,Male,GEN,MALE,27.6
2012,MS,5045.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,33.8
2013,MS,2551.0,Male,OWS,Q037,Gender,Male,GEN,MALE,38.9
2013,MS,2344.0,Male,FV,Q018,Gender,Male,GEN,MALE,53.6
2013,MS,4441.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,46.6
2013,MS,2313.0,Male,FV,Q019,Gender,Male,GEN,MALE,32.0
2013,MS,4331.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,29.3
2013,MS,2326.0,Male,PA,Q043,Gender,Male,GEN,MALE,41.3
2013,MS,4385.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,33.9
2013,MS,4540.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,18.5
2013,MS,2309.0,Male,PA,Q044,Gender,Male,GEN,MALE,19.0
2013,MS,4356.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,11.3
2013,MS,2314.0,Male,PA,Q045,Gender,Male,GEN,MALE,25.1
2013,MS,4361.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,19.5
2013,MS,2401.0,Male,PA,Q046,Gender,Male,GEN,MALE,30.6
2013,MS,2430.0,Male,PA,Q047,Gender,Male,GEN,MALE,33.5
2013,MS,4579.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,42.3
2014,MS,1475.0,Male,OWS,Q036,Gender,Male,GEN,MALE,32.9
2014,MS,2500.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,37.9
2014,MS,1475.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.6
2014,MS,2500.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,31.0
2014,MS,1520.0,Male,PA,Q047,Gender,Male,GEN,MALE,26.7
2014,MS,2683.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,36.1
2011,MO,2444.0,Male,OWS,Q036,Gender,Male,GEN,MALE,29.8
2011,MO,3651.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.7
2011,MO,2444.0,Male,OWS,Q037,Gender,Male,GEN,MALE,39.4
2011,MO,3651.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.8
2011,MO,3677.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,37.1
2011,MO,2320.0,Male,FV,Q018,Gender,Male,GEN,MALE,51.1
2011,MO,2292.0,Male,FV,Q019,Gender,Male,GEN,MALE,29.0
2011,MO,3627.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,21.7
2011,MO,2192.0,Male,PA,Q043,Gender,Male,GEN,MALE,49.1
2011,MO,3472.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,49.9
2011,MO,3752.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,28.7
2011,MO,2173.0,Male,PA,Q044,Gender,Male,GEN,MALE,18.5
2011,MO,3444.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,16.2
2011,MO,2129.0,Male,PA,Q045,Gender,Male,GEN,MALE,30.9
2011,MO,3362.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,30.2
2011,MO,3714.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,21.7
2011,MO,2356.0,Male,PA,Q046,Gender,Male,GEN,MALE,27.8
2011,MO,2382.0,Male,PA,Q047,Gender,Male,GEN,MALE,28.1
2012,MO,2598.0,Male,OWS,Q036,Gender,Male,GEN,MALE,29.6
2012,MO,3848.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,29.6
2012,MO,2598.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.6
2012,MO,3848.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,30.8
2012,MO,2629.0,Male,PA,Q047,Gender,Male,GEN,MALE,21.6
2012,MO,4122.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,27.5
2013,MO,2715.0,Male,OWS,Q036,Gender,Male,GEN,MALE,30.7
2013,MO,4068.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.2
2014,MO,2836.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.1
2013,MO,2715.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.9
2013,MO,4068.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.3
2013,MO,2544.0,Male,FV,Q018,Gender,Male,GEN,MALE,48.9
2013,MO,4091.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,37.7
2013,MO,2515.0,Male,FV,Q019,Gender,Male,GEN,MALE,26.3
2013,MO,4012.0,Female,FV,Q019,Gender,Female,GEN,FEMALE,22.4
2013,MO,2561.0,Male,PA,Q043,Gender,Male,GEN,MALE,49.2
2013,MO,4026.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,48.1
2013,MO,2547.0,Male,PA,Q044,Gender,Male,GEN,MALE,18.0
2013,MO,3995.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,16.7
2013,MO,2554.0,Male,PA,Q045,Gender,Male,GEN,MALE,31.6
2013,MO,3999.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,29.5
2013,MO,2598.0,Male,PA,Q046,Gender,Male,GEN,MALE,29.5
2013,MO,4137.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,23.5
2013,MO,2622.0,Male,PA,Q047,Gender,Male,GEN,MALE,27.9
2013,MO,4171.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,28.6
2014,MO,2772.0,Male,OWS,Q036,Gender,Male,GEN,MALE,30.2
2014,MO,3923.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,30.2
2014,MO,2772.0,Male,OWS,Q037,Gender,Male,GEN,MALE,41.4
2014,MO,3923.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,29.2
2014,MO,4240.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,26.8
2011,MT,4367.0,Male,OWS,Q036,Gender,Male,GEN,MALE,25.8
2011,MT,5515.0,Female,OWS,Q036,Gender,Female,GEN,FEMALE,23.3
2011,MT,4367.0,Male,OWS,Q037,Gender,Male,GEN,MALE,42.4
2011,MT,5515.0,Female,OWS,Q037,Gender,Female,GEN,FEMALE,28.6
2011,MT,5526.0,Female,FV,Q018,Gender,Female,GEN,FEMALE,32.1
2011,MT,4126.0,Male,FV,Q018,Gender,Male,GEN,MALE,46.4
