yearend,locationabbr,sample_size,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,total,data_value
2015,PA,5111.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.2
2015,RI,5471.0,FV,Q018,Total,Total,OVR,OVERALL,Total,37.6
2015,RI,5307.0,FV,Q019,Total,Total,OVR,OVERALL,Total,23.5
2015,SC,10478.0,FV,Q018,Total,Total,OVR,OVERALL,Total,47.1
2015,SC,10292.0,FV,Q019,Total,Total,OVR,OVERALL,Total,25.4
2015,SD,6791.0,FV,Q018,Total,Total,OVR,OVERALL,Total,42.5
2015,SD,6698.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.1
2015,TN,5241.0,FV,Q018,Total,Total,OVR,OVERALL,Total,45.2
2015,TN,5096.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.6
2015,TX,12814.0,FV,Q018,Total,Total,OVR,OVERALL,Total,42.5
2015,TX,12485.0,FV,Q019,Total,Total,OVR,OVERALL,Total,19.5
2015,UT,10485.0,FV,Q018,Total,Total,OVR,OVERALL,Total,37.6
2015,UT,10358.0,FV,Q019,Total,Total,OVR,OVERALL,Total,20.0
2015,VT,5943.0,FV,Q018,Total,Total,OVR,OVERALL,Total,33.9
2015,VT,5838.0,FV,Q019,Total,Total,OVR,OVERALL,Total,17.6
2015,VA,7938.0,FV,Q018,Total,Total,OVR,OVERALL,Total,40.1
2015,VA,7811.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.7
2015,WA,14795.0,FV,Q018,Total,Total,OVR,OVERALL,Total,36.5
2015,WA,14524.0,FV,Q019,Total,Total,OVR,OVERALL,Total,16.9
2015,WV,5451.0,FV,Q018,Total,Total,OVR,OVERALL,Total,49.9
2015,WV,5431.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.5
2015,WI,5566.0,FV,Q018,Total,Total,OVR,OVERALL,Total,37.9
2015,WI,5507.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.0
2015,WY,4940.0,FV,Q018,Total,Total,OVR,OVERALL,Total,41.8
2015,WY,4841.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.5
2015,US,391051.0,FV,Q018,Total,Total,OVR,OVERALL,Total,40.2
2015,US,383642.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.1
2015,GU,1531.0,FV,Q018,Total,Total,OVR,OVERALL,Total,43.6
2015,GU,1502.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.8
2015,PR,5071.0,FV,Q018,Total,Total,OVR,OVERALL,Total,55.6
2015,PR,5148.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.5
2015,AL,7025.0,PA,Q043,Total,Total,OVR,OVERALL,Total,44.6
2015,AL,6956.0,PA,Q044,Total,Total,OVR,OVERALL,Total,16.7
2015,AL,6991.0,PA,Q045,Total,Total,OVR,OVERALL,Total,26.1
2015,AL,7187.0,PA,Q046,Total,Total,OVR,OVERALL,Total,25.7
2015,AL,7269.0,PA,Q047,Total,Total,OVR,OVERALL,Total,31.9
2015,AK,3272.0,PA,Q043,Total,Total,OVR,OVERALL,Total,58.3
2015,AK,3219.0,PA,Q044,Total,Total,OVR,OVERALL,Total,24.3
2015,AK,3244.0,PA,Q045,Total,Total,OVR,OVERALL,Total,37.0
2015,AK,3340.0,PA,Q046,Total,Total,OVR,OVERALL,Total,34.1
2015,AK,3420.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.0
2015,AZ,6824.0,PA,Q043,Total,Total,OVR,OVERALL,Total,53.8
2015,AZ,6730.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.8
2015,AZ,6786.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.4
2015,AZ,7033.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.7
2015,AR,4478.0,PA,Q043,Total,Total,OVR,OVERALL,Total,45.1
2015,AR,4410.0,PA,Q044,Total,Total,OVR,OVERALL,Total,15.6
2015,AR,4441.0,PA,Q045,Total,Total,OVR,OVERALL,Total,28.3
2015,AR,4642.0,PA,Q046,Total,Total,OVR,OVERALL,Total,24.4
2015,AR,4727.0,PA,Q047,Total,Total,OVR,OVERALL,Total,34.2
2015,CA,10653.0,PA,Q043,Total,Total,OVR,OVERALL,Total,57.3
2015,CA,10563.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.9
2015,CA,10609.0,PA,Q045,Total,Total,OVR,OVERALL,Total,35.3
2015,CA,10745.0,PA,Q046,Total,Total,OVR,OVERALL,Total,33.0
2015,CA,10904.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.0
2015,CO,11335.0,PA,Q043,Total,Total,OVR,OVERALL,Total,60.6
2015,CO,11232.0,PA,Q044,Total,Total,OVR,OVERALL,Total,26.2
2015,CO,11252.0,PA,Q045,Total,Total,OVR,OVERALL,Total,39.0
2015,CO,11624.0,PA,Q046,Total,Total,OVR,OVERALL,Total,35.4
2015,CT,10168.0,PA,Q043,Total,Total,OVR,OVERALL,Total,54.5
2015,CT,10065.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.3
2015,CT,10105.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.7
2015,CT,10408.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.2
2015,CT,10581.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.5
2015,DE,3629.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.5
2015,DE,3579.0,PA,Q044,Total,Total,OVR,OVERALL,Total,20.3
2015,DE,3602.0,PA,Q045,Total,Total,OVR,OVERALL,Total,30.2
2015,DE,3706.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.5
2015,DE,3774.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.4
2015,DC,3323.0,PA,Q043,Total,Total,OVR,OVERALL,Total,57.9
2015,DC,3275.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.7
2015,DC,3283.0,PA,Q045,Total,Total,OVR,OVERALL,Total,34.8
2015,DC,3468.0,PA,Q046,Total,Total,OVR,OVERALL,Total,33.6
2015,DC,3541.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.4
2015,FL,8343.0,PA,Q043,Total,Total,OVR,OVERALL,Total,51.6
2015,FL,8232.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.7
2015,FL,8276.0,PA,Q045,Total,Total,OVR,OVERALL,Total,32.8
2015,FL,8548.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.9
2015,FL,8686.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.2
2015,GA,4060.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.0
2015,GA,4009.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.7
2015,GA,4035.0,PA,Q045,Total,Total,OVR,OVERALL,Total,30.7
2015,GA,4148.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.6
2015,GA,4225.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.3
2015,HI,6381.0,PA,Q043,Total,Total,OVR,OVERALL,Total,56.6
2015,HI,6342.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.6
2015,HI,6372.0,PA,Q045,Total,Total,OVR,OVERALL,Total,37.0
2015,HI,6433.0,PA,Q046,Total,Total,OVR,OVERALL,Total,33.3
2015,HI,6501.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.5
2015,ID,5169.0,PA,Q043,Total,Total,OVR,OVERALL,Total,55.3
2015,ID,5115.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.3
2015,ID,5131.0,PA,Q045,Total,Total,OVR,OVERALL,Total,34.6
2015,ID,5284.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.9
2015,ID,5360.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.2
2015,IL,4860.0,PA,Q043,Total,Total,OVR,OVERALL,Total,49.8
2015,IL,4843.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.3
2015,IL,4854.0,PA,Q045,Total,Total,OVR,OVERALL,Total,29.8
2015,IL,4892.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.5
2015,IL,4924.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.8
2015,IN,5321.0,PA,Q043,Total,Total,OVR,OVERALL,Total,44.1
2015,IN,5264.0,PA,Q044,Total,Total,OVR,OVERALL,Total,15.6
2015,IN,5287.0,PA,Q045,Total,Total,OVR,OVERALL,Total,26.2
2015,IN,5459.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.0
2015,IN,5553.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.4
2015,IA,5555.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.8
2015,IA,5516.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.4
2015,IA,5526.0,PA,Q045,Total,Total,OVR,OVERALL,Total,27.7
2015,IA,5690.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.8
2015,IA,5747.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.3
2015,KS,20091.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.0
2015,KS,19877.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.3
2015,KS,19957.0,PA,Q045,Total,Total,OVR,OVERALL,Total,30.2
2015,KS,20517.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.0
2015,KY,7717.0,PA,Q043,Total,Total,OVR,OVERALL,Total,45.2
2015,KY,7626.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.0
2015,KY,7673.0,PA,Q045,Total,Total,OVR,OVERALL,Total,28.6
2015,KY,7934.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.4
2015,KY,8070.0,PA,Q047,Total,Total,OVR,OVERALL,Total,32.5
2015,LA,4027.0,PA,Q043,Total,Total,OVR,OVERALL,Total,46.2
2015,LA,3979.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.7
2015,LA,3994.0,PA,Q045,Total,Total,OVR,OVERALL,Total,28.2
2015,LA,4156.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.2
2015,LA,4236.0,PA,Q047,Total,Total,OVR,OVERALL,Total,31.9
2015,ME,8271.0,PA,Q043,Total,Total,OVR,OVERALL,Total,53.9
2015,ME,8199.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.9
2015,ME,8208.0,PA,Q045,Total,Total,OVR,OVERALL,Total,35.6
2015,ME,8438.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.9
2015,ME,8528.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.8
2015,MD,10826.0,PA,Q043,Total,Total,OVR,OVERALL,Total,52.9
2015,MD,10675.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.9
2015,MD,10728.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.1
2015,MD,11202.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.7
2015,MD,11393.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.1
2015,MA,7694.0,PA,Q043,Total,Total,OVR,OVERALL,Total,51.8
2015,MA,7551.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.3
2015,MA,7630.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.2
2015,MA,7925.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.5
2015,MA,8105.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.5
2015,MI,8118.0,PA,Q043,Total,Total,OVR,OVERALL,Total,52.1
2015,MI,8037.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.5
2015,MI,8079.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.4
2015,MI,8275.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.3
2015,MI,8391.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.5
2015,MN,15059.0,PA,Q043,Total,Total,OVR,OVERALL,Total,54.9
2015,MN,14856.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.8
2015,MN,14910.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.7
2015,MN,15376.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.9
2015,MN,15629.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.8
2015,MS,5466.0,PA,Q043,Total,Total,OVR,OVERALL,Total,38.0
2015,MS,5424.0,PA,Q044,Total,Total,OVR,OVERALL,Total,15.3
2015,MS,5437.0,PA,Q045,Total,Total,OVR,OVERALL,Total,21.9
2015,MS,5658.0,PA,Q046,Total,Total,OVR,OVERALL,Total,26.5
2015,MO,6571.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.5
2015,MO,6518.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.1
2015,MO,6521.0,PA,Q045,Total,Total,OVR,OVERALL,Total,32.0
2015,MO,6770.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.8
2015,MO,6851.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.0
2015,MT,5536.0,PA,Q043,Total,Total,OVR,OVERALL,Total,58.2
2015,MT,5496.0,PA,Q044,Total,Total,OVR,OVERALL,Total,24.5
2015,MT,5488.0,PA,Q045,Total,Total,OVR,OVERALL,Total,40.1
2015,MT,5704.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.9
2015,MT,5757.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.5
2015,NE,15878.0,PA,Q043,Total,Total,OVR,OVERALL,Total,51.3
2015,NE,15724.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.8
2015,NE,15776.0,PA,Q045,Total,Total,OVR,OVERALL,Total,29.4
2015,NE,16117.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.2
2015,NE,16319.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.3
2015,NV,2634.0,PA,Q043,Total,Total,OVR,OVERALL,Total,54.5
2015,NV,2604.0,PA,Q044,Total,Total,OVR,OVERALL,Total,24.9
2015,NV,2622.0,PA,Q045,Total,Total,OVR,OVERALL,Total,36.6
2015,NV,2701.0,PA,Q046,Total,Total,OVR,OVERALL,Total,34.3
2015,NV,2738.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.7
2015,NH,6138.0,PA,Q043,Total,Total,OVR,OVERALL,Total,57.6
2015,NH,6088.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.1
2015,NH,6100.0,PA,Q045,Total,Total,OVR,OVERALL,Total,37.3
2015,NH,6311.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.6
2015,NH,6394.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.6
2015,NJ,10051.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.9
2015,NJ,9895.0,PA,Q044,Total,Total,OVR,OVERALL,Total,20.8
2015,NJ,9986.0,PA,Q045,Total,Total,OVR,OVERALL,Total,29.3
2015,NJ,10278.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.5
2015,NJ,10486.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.2
2015,NM,5962.0,PA,Q043,Total,Total,OVR,OVERALL,Total,56.0
2015,NM,5915.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.5
2015,NM,5934.0,PA,Q045,Total,Total,OVR,OVERALL,Total,36.4
2015,NM,6057.0,PA,Q046,Total,Total,OVR,OVERALL,Total,33.7
2015,NM,6120.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.6
2015,NY,10457.0,PA,Q043,Total,Total,OVR,OVERALL,Total,47.1
2015,NY,10312.0,PA,Q044,Total,Total,OVR,OVERALL,Total,20.0
2015,NY,10382.0,PA,Q045,Total,Total,OVR,OVERALL,Total,28.5
2015,NY,10753.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.2
2015,NY,10969.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.3
2015,NC,5999.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.1
2015,NC,5949.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.9
2015,NC,5965.0,PA,Q045,Total,Total,OVR,OVERALL,Total,27.8
2015,NC,6206.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.3
2015,NC,6278.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.2
2015,ND,4458.0,PA,Q043,Total,Total,OVR,OVERALL,Total,47.0
2015,ND,4400.0,PA,Q044,Total,Total,OVR,OVERALL,Total,17.7
2015,ND,4421.0,PA,Q045,Total,Total,OVR,OVERALL,Total,27.2
2015,ND,4552.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.6
2015,ND,4633.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.8
2015,OH,10539.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.2
2015,OH,10401.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.7
2015,OH,10477.0,PA,Q045,Total,Total,OVR,OVERALL,Total,32.2
2015,OH,10781.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.5
2015,OH,10963.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.0
2015,OK,6248.0,PA,Q043,Total,Total,OVR,OVERALL,Total,46.6
2015,OK,6201.0,PA,Q044,Total,Total,OVR,OVERALL,Total,16.9
2015,OK,6209.0,PA,Q045,Total,Total,OVR,OVERALL,Total,28.2
2015,OK,6429.0,PA,Q046,Total,Total,OVR,OVERALL,Total,26.2
2015,OK,6481.0,PA,Q047,Total,Total,OVR,OVERALL,Total,33.2
2015,OR,4575.0,PA,Q043,Total,Total,OVR,OVERALL,Total,60.4
2015,OR,4508.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.6
2015,OR,4529.0,PA,Q045,Total,Total,OVR,OVERALL,Total,39.8
2015,OR,4736.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.4
2015,PA,5078.0,PA,Q043,Total,Total,OVR,OVERALL,Total,49.8
2015,PA,5030.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.6
2015,PA,5051.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.1
2015,PA,5187.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.6
2015,PA,5265.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.8
2015,RI,5265.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.4
2015,RI,5205.0,PA,Q044,Total,Total,OVR,OVERALL,Total,20.0
2015,RI,5231.0,PA,Q045,Total,Total,OVR,OVERALL,Total,29.7
2015,RI,5403.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.7
2015,RI,5498.0,PA,Q047,Total,Total,OVR,OVERALL,Total,28.1
2015,SC,10301.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.5
2015,SC,10184.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.7
2015,SC,10235.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.4
2015,SC,10590.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.4
2015,SC,10775.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.7
2015,SD,6678.0,PA,Q043,Total,Total,OVR,OVERALL,Total,53.6
2015,SD,6637.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.2
2015,SD,6643.0,PA,Q045,Total,Total,OVR,OVERALL,Total,32.5
2015,SD,6803.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.8
2015,SD,6860.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.5
2015,TN,5105.0,PA,Q043,Total,Total,OVR,OVERALL,Total,45.4
2015,TN,5034.0,PA,Q044,Total,Total,OVR,OVERALL,Total,17.8
2015,TN,5051.0,PA,Q045,Total,Total,OVR,OVERALL,Total,27.6
2015,TN,5290.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.6
2015,TN,5389.0,PA,Q047,Total,Total,OVR,OVERALL,Total,30.4
2015,TX,12451.0,PA,Q043,Total,Total,OVR,OVERALL,Total,44.3
2015,TX,12284.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.8
2015,TX,12356.0,PA,Q045,Total,Total,OVR,OVERALL,Total,24.9
2015,TX,12685.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.3
2015,TX,12938.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.5
2015,UT,10239.0,PA,Q043,Total,Total,OVR,OVERALL,Total,55.3
2015,UT,10119.0,PA,Q044,Total,Total,OVR,OVERALL,Total,24.8
2015,UT,10172.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.9
2015,UT,10471.0,PA,Q046,Total,Total,OVR,OVERALL,Total,34.8
2015,UT,10609.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.3
2015,VT,5751.0,PA,Q043,Total,Total,OVR,OVERALL,Total,58.9
2015,VT,5664.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.7
2015,VT,5709.0,PA,Q045,Total,Total,OVR,OVERALL,Total,39.1
2015,VT,5882.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.5
2015,VA,7791.0,PA,Q043,Total,Total,OVR,OVERALL,Total,51.0
2015,VA,7708.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.1
2015,VA,7717.0,PA,Q045,Total,Total,OVR,OVERALL,Total,30.6
2015,VA,8012.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.3
2015,VA,8114.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.1
2015,WA,14408.0,PA,Q043,Total,Total,OVR,OVERALL,Total,58.4
2015,WA,14252.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.7
2015,WA,14296.0,PA,Q045,Total,Total,OVR,OVERALL,Total,37.9
2015,WA,14783.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.8
2015,WA,15013.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.0
2015,WV,5495.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.0
2015,WV,5456.0,PA,Q044,Total,Total,OVR,OVERALL,Total,13.8
2015,WV,5444.0,PA,Q045,Total,Total,OVR,OVERALL,Total,32.8
2015,WV,5658.0,PA,Q046,Total,Total,OVR,OVERALL,Total,20.9
2015,WV,5712.0,PA,Q047,Total,Total,OVR,OVERALL,Total,30.8
2015,WI,5382.0,PA,Q043,Total,Total,OVR,OVERALL,Total,56.8
2015,WI,5325.0,PA,Q044,Total,Total,OVR,OVERALL,Total,20.1
2015,WI,5360.0,PA,Q045,Total,Total,OVR,OVERALL,Total,36.4
2015,WI,5443.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.6
2015,WI,5534.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.6
2015,WY,4828.0,PA,Q043,Total,Total,OVR,OVERALL,Total,54.4
2015,WY,4770.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.4
2015,WY,4771.0,PA,Q045,Total,Total,OVR,OVERALL,Total,36.2
2015,WY,4966.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.1
2015,WY,5040.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.2
2015,US,381483.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.9
2015,US,377253.0,PA,Q044,Total,Total,OVR,OVERALL,Total,20.5
2015,US,378856.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.3
2015,US,390656.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.4
2015,US,396649.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.9
2015,GU,1483.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.9
2015,GU,1469.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.5
2015,GU,1481.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.9
2015,GU,1491.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.0
2015,GU,1514.0,PA,Q047,Total,Total,OVR,OVERALL,Total,31.1
2015,PR,5230.0,PA,Q043,Total,Total,OVR,OVERALL,Total,34.1
2015,PR,5225.0,PA,Q044,Total,Total,OVR,OVERALL,Total,8.1
2015,PR,5224.0,PA,Q045,Total,Total,OVR,OVERALL,Total,17.2
2015,PR,5296.0,PA,Q046,Total,Total,OVR,OVERALL,Total,10.9
2015,PR,5301.0,PA,Q047,Total,Total,OVR,OVERALL,Total,48.1
2015,AL,7383.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,35.6
2015,AL,7383.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.0
2015,AK,3434.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.8
2015,AK,3434.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.4
2015,AZ,7152.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.4
2015,AZ,7152.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.9
2015,AR,4813.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,34.5
2015,AR,4813.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.0
2015,CA,11459.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.2
2015,CA,11459.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2015,CO,12183.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,20.2
2015,CO,12183.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.4
2015,CT,10901.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.3
2015,CT,10901.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.4
2015,DE,3688.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.7
2015,DE,3688.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.2
2015,DC,3654.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,22.1
2015,DC,3654.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,32.2
2015,FL,8985.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.8
2015,FL,8985.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.3
2015,GA,4269.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.7
2015,GA,4269.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.8
2015,HI,6822.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,22.7
2015,HI,6822.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.3
2015,ID,5358.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.6
2015,ID,5358.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.6
2015,IL,5081.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.8
2015,IL,5081.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.4
2015,IN,5647.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.3
2015,IN,5647.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.2
2015,IA,5614.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.1
2015,IA,5614.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2015,KS,20930.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,34.2
2015,KS,20930.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.8
2015,KY,8130.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,34.6
2015,KY,8130.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,32.6
2015,LA,4324.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,36.2
2015,LA,4324.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.0
2015,ME,8579.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.0
2015,ME,8579.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.5
2015,MD,11357.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.9
2015,MD,11357.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.1
2015,MA,8206.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.3
