yearend,locationabbr,sample_size,age(years),classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2014,OK,1755.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,40.0
2014,OK,2932.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,28.9
2014,OK,1297.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,29.8
2014,OK,411.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,25.3
2014,OK,771.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,32.1
2014,OK,916.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,37.1
2014,OK,1224.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,37.0
2014,OK,1755.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,36.2
2014,OK,2932.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,40.7
2014,OK,446.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,17.8
2014,OK,835.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,21.9
2014,OK,986.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,23.3
2014,OK,1857.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,33.6
2014,OK,3023.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,39.8
2011,OR,295.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,15.3
2011,OR,557.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,28.2
2011,OR,702.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,27.1
2011,OR,988.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,31.8
2011,OR,1460.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,29.8
2011,OR,1957.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,24.6
2011,OR,295.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,21.2
2011,OR,557.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,31.2
2011,OR,691.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,36.6
2011,OR,988.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,38.2
2011,OR,1434.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,36.5
2011,OR,1957.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,39.9
2011,OR,1865.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,26.9
2011,OR,1456.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,30.8
2011,OR,685.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,31.5
2011,OR,982.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,33.6
2011,OR,563.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,34.0
2011,OR,292.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,36.7
2011,OR,283.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,21.3
2011,OR,558.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,14.2
2011,OR,684.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,14.0
2011,OR,964.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,16.2
2011,OR,1438.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,13.7
2011,OR,1780.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,14.3
2011,OR,273.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,64.8
2011,OR,514.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,58.3
2011,OR,636.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,61.9
2011,OR,938.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,56.8
2011,OR,1398.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,63.0
2011,OR,1819.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,62.8
2011,OR,267.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,36.5
2011,OR,511.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,24.2
2011,OR,631.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,24.4
2011,OR,933.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,19.9
2011,OR,1388.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,21.4
2011,OR,1783.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,19.2
2011,OR,270.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,42.7
2011,OR,509.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,31.1
2011,OR,630.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,39.3
2011,OR,934.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,37.2
2011,OR,1385.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,44.3
2011,OR,1773.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,48.9
2011,OR,284.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,49.3
2011,OR,553.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,34.5
2011,OR,673.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,31.6
2011,OR,968.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,25.9
2011,OR,1452.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,28.4
2011,OR,1867.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,23.1
2011,OR,292.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.8
2011,OR,561.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,16.2
2011,OR,689.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,15.4
2011,OR,973.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,24.5
2011,OR,1470.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,18.1
2011,OR,1914.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.4
2012,OR,241.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,12.9
2012,OR,467.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,28.0
2012,OR,551.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,30.5
2012,OR,782.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,31.1
2012,OR,1200.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,32.9
2012,OR,1774.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.4
2012,OR,241.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,22.7
2012,OR,467.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,30.2
2012,OR,551.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,35.0
2012,OR,782.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,36.2
2012,OR,1200.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,36.0
2012,OR,1774.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.8
2012,OR,250.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,11.4
2012,OR,496.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,12.2
2012,OR,581.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,13.6
2012,OR,817.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,17.8
2012,OR,1250.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,16.2
2012,OR,1839.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,24.1
2013,OR,313.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,10.0
2013,OR,569.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,26.2
2013,OR,605.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,30.6
2013,OR,825.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,30.4
2013,OR,1382.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,31.0
2013,OR,1974.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,26.0
2013,OR,313.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,25.6
2013,OR,569.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,29.5
2013,OR,605.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,31.3
2013,OR,825.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,36.3
2013,OR,1382.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,35.6
2013,OR,1974.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.6
2013,OR,1335.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,31.6
2013,OR,287.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,38.8
2013,OR,549.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,35.1
2013,OR,583.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,37.4
2013,OR,786.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,33.1
2013,OR,1825.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.4
2013,OR,1775.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,13.5
2013,OR,1305.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,16.5
2013,OR,773.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,16.7
2013,OR,281.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,23.0
2013,OR,529.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,17.3
2013,OR,576.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,13.2
2013,OR,279.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,61.4
2013,OR,516.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,67.3
2013,OR,554.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,60.8
2013,OR,767.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,60.6
2013,OR,1283.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,65.3
2013,OR,1785.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,67.4
2014,OR,256.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,22.3
2013,OR,276.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,35.8
2013,OR,510.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,34.1
2013,OR,546.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,22.6
2013,OR,759.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,18.9
2013,OR,1269.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,22.6
2013,OR,1749.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,19.6
2013,OR,1268.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,45.2
2013,OR,1760.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,52.0
2013,OR,276.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,38.1
2013,OR,511.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,38.3
2013,OR,547.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,38.4
2013,OR,762.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,41.4
2013,OR,571.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,30.7
2013,OR,527.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,42.2
2013,OR,283.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,46.2
2013,OR,1828.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,22.6
2013,OR,779.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,27.6
2013,OR,1314.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,26.9
2013,OR,288.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,13.8
2013,OR,535.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,11.7
2013,OR,584.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,21.6
2013,OR,788.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,19.8
2013,OR,1331.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,19.4
2013,OR,1881.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,22.8
2014,OR,256.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,13.4
2014,OR,416.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,28.7
2014,OR,481.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,29.4
2014,OR,726.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,29.1
2014,OR,1084.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,35.2
2014,OR,1956.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.1
2014,OR,416.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,30.5
2014,OR,481.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,36.5
2014,OR,726.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,36.8
2014,OR,1084.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,33.8
2014,OR,1956.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.4
2014,OR,280.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,11.1
2014,OR,467.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,10.2
2014,OR,525.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,14.5
2014,OR,769.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,17.0
2014,OR,1153.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,19.1
2014,OR,2020.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,24.0
2011,PA,588.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,16.4
2011,PA,1118.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,23.5
2011,PA,1360.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,31.8
2011,PA,1918.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,33.9
2011,PA,2426.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,33.6
2011,PA,3440.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.9
2011,PA,588.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,24.2
2011,PA,1115.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,33.7
2011,PA,1351.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,36.7
2011,PA,1915.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,36.2
2011,PA,2359.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,38.7
2011,PA,3440.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,41.4
2011,PA,3310.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.4
2011,PA,2429.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,34.9
2011,PA,1365.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,37.8
2011,PA,1140.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,39.1
2011,PA,1904.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,40.4
2011,PA,574.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,43.0
2011,PA,571.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,32.2
2011,PA,1141.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,21.3
2011,PA,1360.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,22.9
2011,PA,1880.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,23.2
2011,PA,2402.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,21.7
2011,PA,3188.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,24.2
2011,PA,560.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,52.4
2011,PA,1131.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,46.6
2011,PA,1318.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,45.1
2011,PA,1855.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,50.6
2011,PA,2327.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,52.1
2011,PA,3210.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,50.3
2011,PA,1309.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,17.7
2011,PA,2439.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,22.9
2011,PA,547.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,28.7
2011,PA,1117.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,20.1
2011,PA,1837.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,19.2
2011,PA,2309.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,16.5
2011,PA,3163.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,14.3
2011,PA,558.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,28.1
2011,PA,1124.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,24.3
2011,PA,1309.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,24.9
2011,PA,1847.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,30.6
2011,PA,2316.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,34.1
2011,PA,3163.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,35.5
2011,PA,569.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,42.5
2011,PA,1141.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,30.9
2011,PA,1355.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,28.5
2011,PA,1882.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,27.1
2011,PA,3314.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,20.6
2011,PA,590.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.4
2011,PA,1159.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,23.8
2011,PA,1374.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,23.9
2011,PA,1903.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,26.4
2011,PA,2466.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,27.5
2011,PA,3387.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,34.7
2012,PA,991.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,18.5
2012,PA,1755.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,27.8
2012,PA,2213.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,29.4
2012,PA,3377.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,32.9
2012,PA,4034.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,33.5
2012,PA,6374.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,29.3
2012,PA,991.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,24.9
2012,PA,1755.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,32.7
2012,PA,2213.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,38.2
2012,PA,3377.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,37.2
2012,PA,4034.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,40.1
2012,PA,6374.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.7
2012,PA,1057.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,12.9
2012,PA,1887.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,15.5
2012,PA,2350.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,21.2
2012,PA,3532.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,21.4
2012,PA,4231.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,27.7
2012,PA,6608.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,35.8
2013,PA,639.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,14.9
2013,PA,1108.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,27.8
2013,PA,1224.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,34.5
2013,PA,1840.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,32.2
2013,PA,2382.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,36.7
2013,PA,3664.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,30.1
2013,PA,639.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,25.9
2013,PA,1108.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,33.6
2013,PA,1224.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,33.1
2013,PA,1840.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,35.7
2013,PA,2382.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,36.6
2013,PA,3664.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.6
2013,PA,611.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,43.8
2013,PA,1088.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,40.2
2013,PA,1194.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,40.6
2013,PA,1802.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,39.6
2013,PA,2353.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,37.1
2013,PA,3383.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.9
2013,PA,1081.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,25.9
2013,PA,595.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,29.1
2013,PA,1196.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,24.0
2013,PA,1782.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,23.2
2013,PA,2308.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,22.6
2013,PA,3268.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,24.9
2013,PA,1197.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,26.9
2013,PA,585.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,50.2
2013,PA,1058.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,44.5
2013,PA,1154.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,47.9
2013,PA,1758.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,48.6
2013,PA,2233.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,47.4
2013,PA,3322.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,48.3
2013,PA,577.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,30.9
