yearend,locationabbr,sample_size,education,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2013,HI,2006.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,30.1
2013,HI,2009.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,22.7
2013,HI,2032.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,32.6
2013,HI,308.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,45.3
2013,HI,2023.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,56.9
2013,HI,2015.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,62.3
2013,HI,2915.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,66.7
2013,HI,305.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,21.7
2013,HI,2011.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,23.8
2013,HI,2000.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,26.6
2013,HI,2902.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,31.0
2013,HI,307.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,30.3
2013,HI,2013.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,37.6
2013,HI,2007.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,40.9
2013,HI,2909.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,43.1
2013,HI,311.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,31.9
2013,HI,2015.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,35.5
2013,HI,2937.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,38.1
2013,HI,316.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,40.3
2013,HI,2049.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,25.9
2013,HI,2038.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,20.4
2013,HI,2955.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,13.6
2014,HI,327.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,21.3
2014,HI,1868.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,25.2
2014,HI,1970.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,23.2
2014,HI,2731.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,17.4
2014,HI,327.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,35.3
2014,HI,1868.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.8
2014,HI,1970.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,36.8
2014,HI,2731.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.7
2014,HI,347.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,28.5
2014,HI,1947.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,23.9
2014,HI,2046.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,18.5
2014,HI,2846.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,13.2
2011,ID,411.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.8
2011,ID,1721.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,28.2
2011,ID,1838.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,27.6
2011,ID,1761.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,21.5
2011,ID,411.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,31.9
2011,ID,1721.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.3
2011,ID,1838.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.9
2011,ID,1761.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.6
2011,ID,1769.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,27.8
2011,ID,1866.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,39.0
2011,ID,1666.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,39.6
2011,ID,395.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,50.2
2011,ID,385.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,27.4
2011,ID,1622.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,24.3
2011,ID,1838.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,18.8
2011,ID,1756.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,12.9
2011,ID,390.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,38.6
2011,ID,1628.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,55.2
2011,ID,1814.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,60.0
2011,ID,1724.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,65.8
2011,ID,388.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,13.5
2011,ID,1605.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,20.2
2011,ID,1787.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,24.2
2011,ID,1709.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,27.3
2011,ID,386.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,27.7
2011,ID,1611.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,35.5
2011,ID,1799.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,36.9
2011,ID,1714.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,39.4
2011,ID,1845.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,31.9
2011,ID,1772.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,35.6
2011,ID,1790.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,11.0
2011,ID,403.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,24.2
2011,ID,1671.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,26.9
2011,ID,406.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,42.7
2011,ID,1699.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,24.2
2011,ID,1878.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,18.3
2012,ID,400.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,30.3
2012,ID,1642.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,24.5
2012,ID,1770.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,29.0
2012,ID,1757.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,24.2
2012,ID,400.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.6
2012,ID,1642.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.4
2012,ID,1770.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.6
2012,ID,1757.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.3
2012,ID,437.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,34.7
2012,ID,1734.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,24.2
2012,ID,1873.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,16.7
2012,ID,1829.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,13.4
2013,ID,392.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.3
2013,ID,1528.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,31.1
2013,ID,1699.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,30.9
2013,ID,1688.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,24.2
2013,ID,392.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.3
2013,ID,1528.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.7
2013,ID,1699.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.7
2013,ID,1688.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.0
2013,ID,383.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,48.3
2013,ID,1454.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,45.5
2013,ID,1696.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,35.6
2013,ID,1680.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,29.1
2013,ID,1662.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,11.5
2013,ID,1426.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,26.8
2013,ID,1667.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,18.1
2013,ID,367.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,30.2
2013,ID,369.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,39.8
2013,ID,1410.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,49.1
2013,ID,1660.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,55.5
2013,ID,1632.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,64.4
2013,ID,362.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,10.5
2013,ID,1390.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,16.8
2013,ID,1648.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,22.0
2013,ID,1622.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,27.2
2013,ID,369.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,25.7
2013,ID,1403.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,30.8
2013,ID,1647.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,34.6
2013,ID,1625.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,39.4
2013,ID,1701.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,31.3
2013,ID,1669.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,36.9
2013,ID,1438.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,28.2
2013,ID,376.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,17.5
2013,ID,382.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,40.7
2013,ID,1469.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,27.7
2013,ID,1713.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,21.9
2013,ID,1684.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,12.7
2014,ID,344.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,34.4
2014,ID,1554.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,28.7
2014,ID,1631.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,30.3
2014,ID,1588.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,24.3
2014,ID,344.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,30.6
2014,ID,1554.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,38.8
2014,ID,1631.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,36.9
2014,ID,1588.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.3
2014,ID,378.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,34.7
2014,ID,1654.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,23.7
2014,ID,1729.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,15.3
2014,ID,1673.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,9.0
2011,IL,358.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,29.0
2011,IL,1588.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,29.0
2011,IL,1503.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,28.0
2011,IL,1903.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,23.4
2011,IL,358.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,43.0
2011,IL,1588.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.2
2011,IL,1503.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.9
2011,IL,1903.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.9
2011,IL,1904.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,27.2
2011,IL,1488.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,37.7
2011,IL,1553.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,38.9
2011,IL,354.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,44.1
2011,IL,350.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,38.8
2011,IL,1542.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,28.4
2011,IL,1481.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,23.3
2011,IL,1895.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,17.4
2011,IL,350.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,34.8
2011,IL,1530.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,51.2
2011,IL,1473.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,55.8
2011,IL,1876.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,55.7
2011,IL,344.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,13.8
2011,IL,1523.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,18.2
2011,IL,1467.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,24.5
2011,IL,1869.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,26.9
2011,IL,348.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,21.7
2011,IL,1519.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,34.4
2011,IL,1471.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,32.4
2011,IL,1872.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,31.3
2011,IL,1477.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,34.7
2011,IL,1882.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,37.9
2011,IL,348.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,22.2
2011,IL,1546.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,25.8
2011,IL,355.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,40.9
2011,IL,1556.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,30.5
2011,IL,1484.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,21.8
2011,IL,1893.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,15.6
2012,IL,349.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,30.0
2012,IL,1580.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,30.7
2012,IL,1441.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,28.4
2012,IL,2081.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,24.2
2012,IL,349.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,36.5
2012,IL,1580.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.6
2012,IL,1441.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,36.0
2012,IL,2081.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.6
2012,IL,364.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,30.8
2012,IL,1612.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,29.0
2012,IL,1465.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,20.0
2012,IL,2136.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,12.4
2013,IL,346.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,31.2
2013,IL,1627.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.5
2013,IL,1465.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,30.9
2013,IL,2045.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,22.8
2013,IL,346.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,40.6
2013,IL,1627.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.2
2013,IL,1465.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.8
2013,IL,2045.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.5
2013,IL,337.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,37.8
2013,IL,1564.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,42.6
2013,IL,1435.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,36.2
2013,IL,2006.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,30.8
2013,IL,1996.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,16.8
2013,IL,1425.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,23.0
2013,IL,326.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,27.7
2013,IL,1538.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,30.8
2013,IL,312.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,44.6
2013,IL,1531.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,47.8
2013,IL,1402.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,54.0
2013,IL,1984.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,58.8
2013,IL,307.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,16.5
2013,IL,1516.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,17.5
2013,IL,1398.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,23.0
2013,IL,1975.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,25.2
2013,IL,311.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,34.0
2013,IL,1525.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,30.5
2013,IL,1399.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,33.2
2013,IL,1979.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,33.6
2013,IL,1417.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,32.9
2013,IL,1989.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,34.7
2013,IL,1528.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,25.1
2013,IL,315.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,24.2
2013,IL,325.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,30.9
2013,IL,1546.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,33.6
2013,IL,1428.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,23.7
2013,IL,2000.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,15.7
2014,IL,306.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.3
2014,IL,1244.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.0
2014,IL,1271.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.5
2014,IL,2010.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,22.0
2014,IL,306.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,36.1
2014,IL,1244.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.0
2014,IL,1271.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.9
2014,IL,2010.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.9
2014,IL,329.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,37.2
2014,IL,1299.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,30.3
2014,IL,1306.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,22.2
2014,IL,2088.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,13.2
2011,IN,795.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,36.2
2011,IN,2992.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,32.3
2011,IN,1998.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.8
2011,IN,2242.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,23.5
2011,IN,795.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,24.7
2011,IN,2992.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.3
2011,IN,1998.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.9
2011,IN,2242.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.9
2011,IN,2267.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,30.3
2011,IN,1965.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,41.3
2011,IN,2893.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,44.6
2011,IN,763.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,51.5
2011,IN,754.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,42.5
2011,IN,2801.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,29.2
2011,IN,1950.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,26.0
2011,IN,2252.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,15.9
2011,IN,736.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,37.0
2011,IN,2808.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,43.7
2011,IN,1897.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,47.0
2011,IN,2178.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,54.1
2011,IN,718.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,10.9
2011,IN,2765.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,13.4
2011,IN,1882.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,20.6
2011,IN,2167.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,23.2
2011,IN,733.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,22.8
2011,IN,2776.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,27.4
2011,IN,1889.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,26.9
2011,IN,2160.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,31.5
2011,IN,1971.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,30.8
2011,IN,2258.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,33.2
2011,IN,768.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,18.7
2011,IN,2876.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,20.6
2011,IN,789.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,39.4
2011,IN,2933.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,34.4
2011,IN,1989.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,27.3
2011,IN,2268.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,16.4
2012,IN,815.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,37.5
2012,IN,2980.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,32.1
2012,IN,2145.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,32.6
2012,IN,2268.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,24.2
2012,IN,815.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,28.5
2012,IN,2980.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.2
2012,IN,2145.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.1
2012,IN,2268.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.1
2012,IN,847.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,40.7
2012,IN,3128.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,32.2
2012,IN,2261.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,19.8
2012,IN,2372.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,14.0
2013,IN,874.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,35.1
2013,IN,3570.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.0
