yearend,locationabbr,sample_size,education,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2015,NM,691.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,35.1
2015,NM,1736.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,32.6
2015,NM,2072.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.8
2015,NM,1695.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,37.2
2015,NM,691.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,38.0
2015,NY,4879.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,17.2
2015,NY,2648.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,26.5
2015,NY,2726.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,28.6
2015,NY,972.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.8
2015,NY,972.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.0
2015,NY,2648.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.7
2015,NY,2726.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.9
2015,NY,4879.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.4
2015,NC,2055.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,22.3
2015,NC,1688.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,30.7
2015,NC,1651.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.2
2015,NC,610.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,36.8
2015,NC,610.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.2
2015,NC,1651.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.2
2015,NC,1688.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.7
2015,NC,2055.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.5
2015,ND,1493.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,26.3
2015,ND,1487.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.7
2015,ND,278.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.1
2015,ND,1344.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,34.1
2015,ND,1344.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,31.1
2015,ND,278.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.5
2015,ND,1487.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,37.8
2015,ND,1493.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,39.2
2015,OH,3264.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,22.8
2015,OH,816.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,28.7
2015,OH,3995.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,32.4
2015,OH,2827.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,32.8
2015,OH,816.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.2
2015,OH,3995.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.7
2015,OH,2827.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,36.0
2015,OH,3264.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,40.9
2015,OK,1968.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,27.1
2015,OK,2055.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,35.0
2015,OK,511.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,36.0
2015,OK,1981.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,36.3
2015,OK,511.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.9
2015,OK,2055.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.9
2015,OK,1981.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.2
2015,OK,1968.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.9
2015,OR,1962.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,21.5
2015,OR,1193.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,29.9
2015,OR,250.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,34.1
2015,OR,1481.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,35.7
2015,OR,1481.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.8
2015,OR,1962.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,34.0
2015,OR,1193.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.4
2015,OR,250.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,38.1
2015,PA,1937.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,21.3
2015,PA,1283.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.8
2015,PA,317.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.3
2015,PA,1791.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,34.2
2015,PA,317.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.4
2015,PA,1791.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.4
2015,PA,1283.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,36.2
2015,PA,1937.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.3
2015,RI,2287.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,20.2
2015,RI,1387.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,24.9
2015,RI,1519.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,30.0
2015,RI,462.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.1
2015,RI,1387.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.5
2015,RI,1519.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.8
2015,RI,462.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,38.1
2015,RI,2287.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.3
2015,SC,3409.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,25.6
2015,SC,3010.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.0
2015,SC,1173.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,33.4
2015,SC,3256.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,36.3
2015,SC,3256.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.0
2015,SC,1173.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.6
2015,SC,3010.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.5
2015,SC,3409.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.5
2015,SD,2220.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,28.6
2015,SD,2028.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,29.3
2015,SD,392.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,30.2
2015,SD,2063.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,32.8
2015,SD,2063.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,32.6
2015,SD,392.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.9
2015,SD,2220.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,34.7
2015,SD,2028.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.1
2015,TN,1686.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,27.0
2015,TN,629.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,33.1
2015,TN,1372.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,35.5
2015,TN,1778.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,37.0
2015,TN,1372.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.5
2015,TN,1778.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.3
2015,TN,629.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,36.3
2015,TN,1686.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.9
2015,TX,4790.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,25.4
2015,TX,3332.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,32.5
2015,TX,3318.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,34.0
2015,TX,1755.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,40.2
2015,TX,3318.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.4
2015,TX,3332.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.7
2015,TX,1755.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,38.0
2015,TX,4790.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,39.0
2015,UT,3770.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,21.2
2015,UT,2894.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,25.0
2015,UT,3303.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,25.8
2015,UT,464.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,27.6
2015,UT,464.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.1
2015,UT,2894.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.4
2015,UT,3303.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.6
2015,UT,3770.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.4
2015,VT,2507.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,17.0
2015,VT,1404.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,25.6
2015,VT,1781.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,31.2
2015,VT,305.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,34.2
2015,VT,305.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,30.2
2015,VT,1781.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.6
2015,VT,2507.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.2
2015,VT,1404.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.7
2015,VA,3248.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,23.0
2015,VA,2082.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,30.3
2015,VA,2098.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,30.5
2015,VA,585.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,40.5
2015,VA,585.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,31.9
2015,VA,2082.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.9
2015,VA,2098.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.5
2015,VA,3248.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.1
2015,WA,6402.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,20.1
2015,WA,673.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,27.3
2015,WA,3138.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,29.4
2015,WA,4446.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,29.4
2015,WA,3138.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.1
2015,WA,4446.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.4
2015,WA,673.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,37.3
2015,WA,6402.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.3
2015,WV,1458.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,31.4
2015,WV,1348.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,33.6
2015,WV,652.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,36.7
2015,WV,2008.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,38.3
2015,WV,652.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.1
2015,WV,2008.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.1
2015,WV,1348.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,37.0
2015,WV,1458.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.4
2015,WI,1918.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,24.8
2015,WI,326.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,28.9
2015,WI,1843.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,32.1
2015,WI,1661.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,34.4
2015,WI,1661.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.4
2015,WI,1843.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.3
2015,WI,1918.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.0
2015,WI,326.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,43.0
2015,WY,1685.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,20.7
2015,WY,226.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,24.9
2015,WY,1506.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,30.9
2015,WY,1581.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,33.3
2015,WY,1581.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.2
2015,WY,1506.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.3
2015,WY,226.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,37.3
2015,WY,1685.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.6
2015,US,148030.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,21.7
2015,US,109147.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,30.2
2015,US,110951.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,31.7
2015,US,29309.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,34.0
2015,US,110951.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.9
2015,US,109147.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.1
2015,US,29309.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,35.8
2015,US,148030.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.1
2015,GU,480.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,26.4
2015,GU,383.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,28.8
2015,GU,595.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,34.4
2015,GU,126.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,35.0
2015,GU,126.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,29.7
2015,GU,480.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.4
2015,GU,595.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.4
2015,GU,383.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,38.9
2015,PR,1496.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,26.4
2015,PR,1298.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,29.5
2015,PR,1031.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,30.1
2015,PR,1313.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,31.6
2015,PR,1313.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.7
2015,PR,1496.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.9
2015,PR,1298.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,37.6
2015,PR,1031.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,39.4
2016,US,32325.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.7
2016,US,123241.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.2
2016,US,120735.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.1
2016,US,161309.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.8
2016,AR,476.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,28.4
2016,AR,1686.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.7
2016,AR,1245.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,32.1
2016,AR,1446.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,34.2
2016,AL,739.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,28.6
2016,AL,2062.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.9
2016,AL,1894.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.0
2016,AL,1817.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.7
2016,AK,153.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,30.2
2016,AK,767.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.8
2016,AK,839.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.3
2016,AK,973.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,42.0
2016,AZ,630.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,31.9
2016,AZ,2280.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.8
2016,AZ,3072.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.8
2016,AZ,4024.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,34.7
2016,CA,1256.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,38.9
2016,CA,1945.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.2
2016,CA,2599.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.9
2016,CA,4531.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.3
2016,CO,762.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,39.9
2016,CO,2917.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.9
2016,CO,3742.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.4
2016,CO,6187.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.4
2016,CT,468.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,35.4
2016,CT,2358.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.6
2016,CT,2274.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.9
2016,CT,4842.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.9
2016,DE,329.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,26.9
2016,DE,1154.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,37.8
2016,DE,920.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,37.0
2016,DE,1291.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,41.5
2016,DC,191.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,25.2
2016,DC,783.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.0
2016,DC,640.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,27.3
2016,DC,1857.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,32.2
2016,FL,3313.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.8
2016,FL,9984.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.4
2016,FL,9688.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.8
2016,FL,10084.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.9
2016,GA,555.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.1
2016,GA,1339.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,30.6
2016,GA,1264.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.4
2016,GA,1717.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.7
2016,HI,276.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,27.9
2016,HI,2004.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.4
2016,HI,2123.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.1
2016,HI,3244.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.5
2016,ID,314.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.8
2016,ID,1388.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.8
2016,ID,1534.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,37.8
2016,ID,1625.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,39.1
2016,IL,316.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,30.0
2016,IL,1037.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.5
2016,IL,1308.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.0
2016,IL,1857.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.2
2016,IN,833.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.8
2016,IN,3488.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.4
2016,IN,2579.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.3
2016,IN,3400.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.9
2016,IA,341.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,37.3
2016,IA,2216.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.4
2016,IA,1934.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,36.3
2016,IA,2148.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.9
2016,KS,521.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,38.5
2016,KS,3037.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.9
2016,KS,3236.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.2
2016,KS,4140.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.4
2016,KY,870.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.2
2016,KY,3055.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.0
2016,KY,2718.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.4
2016,KY,2926.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.3
2016,LA,540.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,31.4
2016,LA,1610.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.8
2016,LA,1265.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.7
2016,LA,1445.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.1
2016,ME,441.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,29.0
2016,ME,2871.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.3
2016,ME,2557.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.9
2016,ME,3673.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.7
2016,MD,898.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.2
2016,MD,4394.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.1
2016,MD,3797.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.2
2016,MD,7581.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.5
2016,MA,448.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.9
2016,MA,1668.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.1
2016,MA,1705.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,37.1
2016,MA,3629.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.6
